name,value
Bijan Robinson,10200
Josh Allen,10200
Jahmyr Gibbs,10200
Ja'Marr Chase,10173
Jaxon Smith-Njigba,10128
Drake Maye,9968
Puka Nacua,9323
Lamar Jackson,8035
Brock Bowers,7969
Jayden Daniels,7963
Malik Nabers,7933
Justin Jefferson,7867
Trey McBride,7845
Caleb Williams,7842
Amon-Ra St. Brown,7708
Ashton Jeanty,7548
Joe Burrow,7359
CeeDee Lamb,7264
Justin Herbert,6572
Patrick Mahomes,6458
Jeremiyah Love,6442
De'Von Achane,6419
Omarion Hampton,6289
Drake London,6152
Jalen Hurts,6083
Jaxson Dart,5959
Bo Nix,5518
Colston Loveland,5504
Tetairoa McMillan,5486
Trevor Lawrence,5437
Jonathan Taylor,5314
James Cook,5251
Brock Purdy,5210
Tyler Warren,5019
George Pickens,4976
Emeka Egbuka,4948
Jordan Love,4610
Nico Collins,4559
Chris Olave,4455
Garrett Wilson,4449
Kenneth Walker,4443
Dak Prescott,4332
Christian McCaffrey,4293
TreVeyon Henderson,4238
Quinshon Judkins,4027
Breece Hall,3942
Ladd McConkey,3780
Carnell Tate,3775
Fernando Mendoza,3737
Cam Ward,3674
Rome Odunze,3599
Chase Brown,3550
Rashee Rice,3491
Makai Lemon,3489
Bucky Irving,3488
Saquon Barkley,3434
Harold Fannin,3396
Luther Burden,3393
Kenyon Sadiq,3382
Baker Mayfield,3373
Tucker Kraft,3314
Marvin Harrison,3311
Brian Thomas,3223
C.J. Stroud,3214
A.J. Brown,3201
Jared Goff,3191
Sam LaPorta,3188
Tee Higgins,3141
Kyren Williams,3086
DeVonta Smith,3046
Zay Flowers,3042
Jordyn Tyson,3039
Tyler Shough,3000
Sam Darnold,2976
Jaylen Waddle,2970
Travis Etienne,2960
Javonte Williams,2945
Josh Jacobs,2937
Jameson Williams,2911
Kyle Pitts,2905
Bryce Young,2890
Cam Skattebo,2890
Kyler Murray,2842
Malik Willis,2679
Jadarian Price,2577
DJ Moore,2556
Daniel Jones,2551
Oronde Gadsden,2511
Bhayshul Tuten,2482
KC Concepcion,2447
Alec Pierce,2446
Omar Cooper,2427
Derrick Henry,2420
RJ Harvey,2366
Travis Hunter,2294
Jonah Coleman,2281
Eli Stowers,2234
Jordan Addison,2199
Parker Washington,2104
David Montgomery,2097
Denzel Boston,2089
Michael Wilson,2077
Matthew Stafford,2073
Matthew Golden,2069
Davante Adams,2064
Wan'Dale Robinson,2064
Isaiah Likely,2038
Emmett Johnson,2001
Mike Evans,1981
Nicholas Singleton,1965
Ty Simpson,1940
Mike Washington,1931
D'Andre Swift,1929
Christian Watson,1918
Terry McLaurin,1834
Zach Charbonnet,1805
Chuba Hubbard,1804
Elijah Sarratt,1787
DK Metcalf,1784
George Kittle,1772
Chris Bell,1770
Romeo Doubs,1769
Dalton Kincaid,1756
Jake Ferguson,1747
Tyler Allgeier,1730
Michael Pittman,1723
Kyle Monangai,1696
