name,value
Aaron Jones,94.0
Aaron Rodgers,13.0
Adam Randall,127.0
Adonai Mitchell,124.0
AJ Barner,57.0
Alvin Kamara,256.0
Antonio Gibson,29.0
Ben Sinnott,12.0
Blake Corum,330.0
Braelon Allen,188.0
Brashard Smith,101.0
Brenton Strange,90.0
Brian Robinson,82.0
Bryce Lance,104.0
Bryce Young,198.0
Cade Otton,80.0
Calvin Austin,10.0
Calvin Ridley,64.0
Cam Akers,14.0
Cedric Tillman,103.0
Chigoziem Okonkwo,13.0
Chimere Dike,193.0
Chris Bell,211.0
Chris Brazzell,289.0
Chris Rodriguez,27.0
Christian Kirk,32.0
Colby Parkinson,18.0
Cole Kmet,15.0
Cooper Kupp,72.0
Dallas Goedert,248.0
Dalton Schultz,27.0
Damien Martinez,26.0
Darnell Mooney,54.0
David Njoku,299.0
DeAndre Hopkins,12.0
Deebo Samuel,494.0
Demario Douglas,21.0
Demond Claiborne,37.0
Deshaun Watson,16.0
Devin Neal,58.0
Dillon Gabriel,18.0
DJ Giddens,14.0
Dont'e Thornton,37.0
Dontayvion Wicks,28.0
Dyami Brown,23.0
Dylan Sampson,167.0
Eli Stowers,420.0
Elic Ayomanor,347.0
Elijah Arroyo,76.0
Elijah Moore,94.0
Elijah Sarratt,45.0
Emanuel Wilson,31.0
Emmett Johnson,123.0
Evan Engram,45.0
Geno Smith,18.0
Germie Bernard,286.0
Gunnar Helm,50.0
Hunter Henry,45.0
Isaac TeSlaa,127.0
Isaiah Bond,52.0
Isaiah Davis,11.0
Isaiah Likely,463.0
Isiah Pacheco,126.0
J.J. McCarthy,224.0
Jack Bech,123.0
Jacoby Brissett,66.0
Jacory Croskey-Merritt,344.0
Jakobi Meyers,432.0
Jalen Coker,73.0
Jalen McMillan,133.0
Jalen Royals,41.0
Jalin Hyatt,10.0
James Conner,46.0
Jared Wiley,15.0
Jarquez Hunter,12.0
Jauan Jennings,391.0
Javon Baker,36.0
Jaydon Blue,60.0
Jaylen Wright,85.0
Jaylin Noel,211.0
Jerry Jeudy,483.0
Joe Mixon,69.0
Jonathon Brooks,243.0
Jonnu Smith,52.0
Jordan James,22.0
Jordan Mason,286.0
Joshua Palmer,15.0
Justice Hill,11.0
Justin Fields,16.0
Juwan Johnson,96.0
Kaleb Johnson,324.0
Kareem Hunt,18.0
Kayshon Boutte,156.0
Keaton Mitchell,13.0
Keenan Allen,23.0
Kendre Miller,23.0
Kenneth Gainwell,135.0
Keon Coleman,184.0
Kimani Vidal,44.0
Kirk Cousins,31.0
Kyle Williams,152.0
Le'Veon Moss,82.0
LeQuint Allen,17.0
Luke Musgrave,9.0
Mac Jones,14.0
Malachi Corley,63.0
Malachi Fields,161.0
Malik Washington,20.0
Malik Willis,190.0
Mark Andrews,402.0
MarShawn Lloyd,10.0
Marvin Mims,56.0
Matthew Stafford,195.0
Max Klare,194.0
Michael Mayer,17.0
Michael Penix,237.0
Michael Trigg,119.0
Mike Evans,400.0
Mike Washington,254.0
Mike Williams,23.0
Najee Harris,21.0
Nick Chubb,35.0
Noah Gray,12.0
Ollie Gordon,71.0
Parker Washington,223.0
Pat Bryant,71.0
Pat Freiermuth,32.0
Quinn Ewers,9.0
Rachaad White,61.0
Raheem Mostert,18.0
Rashid Shaheed,364.0
Rashod Bateman,22.0
Ray Davis,41.0
Rhamondre Stevenson,378.0
Roman Wilson,37.0
Romeo Doubs,446.0
Roschon Johnson,12.0
Sean Tucker,27.0
Shedeur Sanders,23.0
Stefon Diggs,147.0
Tank Bigsby,37.0
Tank Dell,45.0
Taylen Green,9.0
Ted Hurst,187.0
Terrance Ferguson,194.0
Tez Johnson,49.0
Theo Johnson,82.0
Tony Pollard,358.0
Tory Horton,152.0
Travis Kelce,81.0
Tre Harris,219.0
Tre Tucker,63.0
Trevor Etienne,16.0
Troy Franklin,313.0
Tua Tagovailoa,59.0
Ty Simpson,262.0
Tyjae Spears,379.0
Tyler Allgeier,293.0
Tyler Lockett,23.0
Tyler Shough,108.0
Tyreek Hill,47.0
Tyrone Tracy,335.0
Will Shipley,15.0
Xavier Legette,138.0
Zachariah Branch,60.0
