name,value
2026 Early 1st,5211.0
2026 Early 2nd,1890.0
2026 Early 3rd,816.0
2026 Early 4th,473.0
2026 Late 1st,2372.0
2026 Late 2nd,1283.0
2026 Late 3rd,539.0
2026 Late 4th,402.0
2026 Mid 1st,3023.0
2026 Mid 2nd,1579.0
2026 Mid 3rd,654.0
2026 Mid 4th,440.0
2027 Early 1st,3761.0
2027 Early 2nd,1851.0
2027 Early 3rd,804.0
2027 Early 4th,473.0
2027 Late 1st,2261.0
2027 Late 2nd,1241.0
2027 Late 3rd,511.0
2027 Late 4th,388.0
2027 Mid 1st,2935.0
2027 Mid 2nd,1513.0
2027 Mid 3rd,600.0
2027 Mid 4th,418.0
2028 Early 1st,3224.0
2028 Early 2nd,1668.0
2028 Early 3rd,676.0
2028 Early 4th,456.0
2028 Late 1st,2204.0
2028 Late 2nd,1216.0
2028 Late 3rd,507.0
2028 Late 4th,387.0
2028 Mid 1st,2893.0
2028 Mid 2nd,1497.0
2028 Mid 3rd,555.0
2028 Mid 4th,413.0
A.J. Brown,3146.0
Aaron Jones,1071.0
Aaron Rodgers,927.0
Adonai Mitchell,1110.0
AJ Barner,1294.0
Alec Pierce,2444.0
Alvin Kamara,1047.0
Amon-Ra St. Brown,7461.0
Andrei Iosivas,38.0
Anthony Richardson,1181.0
Antonio Williams,1182.0
Ashton Jeanty,7284.0
Audric Estime,8.0
Baker Mayfield,3198.0
Ben Sinnott,240.0
Bhayshul Tuten,2421.0
Bijan Robinson,10174.0
Blake Corum,1455.0
Bo Nix,5447.0
Braelon Allen,1229.0
Brandon Aiyuk,1294.0
Brashard Smith,463.0
Breece Hall,3945.0
Brenton Strange,1502.0
Brian Robinson,1462.0
Brian Thomas,3277.0
Brock Bowers,7653.0
Brock Purdy,5249.0
Bryce Young,2861.0
Bucky Irving,3801.0
C.J. Stroud,3284.0
Cade Otton,1234.0
Caleb Williams,7709.0
Calvin Austin,82.0
Calvin Ridley,831.0
Cam Skattebo,2874.0
Cam Ward,4026.0
Carnell Tate,3842.0
Cedric Tillman,169.0
CeeDee Lamb,6919.0
Chase Brown,3504.0
Chig Okonkwo,1607.0
Chimere Dike,1084.0
Chris Bell,1801.0
Chris Brazzell,1435.0
Chris Godwin,1423.0
Chris Olave,4408.0
Chris Rodriguez,1388.0
Christian Kirk,452.0
Christian McCaffrey,4367.0
Christian Watson,1794.0
Chuba Hubbard,1744.0
Colby Parkinson,364.0
Cole Kmet,82.0
Colston Loveland,5443.0
Cooper Kupp,233.0
Courtland Sutton,1568.0
D'Andre Swift,1838.0
Dak Prescott,4412.0
Dallas Goedert,1319.0
Dalton Kincaid,1729.0
Dalton Schultz,1218.0
Daniel Bellinger,136.0
Daniel Jones,2644.0
Darius Slayton,21.0
Darnell Mooney,704.0
Darnell Washington,179.0
Darren Waller,34.0
Davante Adams,2217.0
David Montgomery,2046.0
David Njoku,1194.0
Davis Mills,73.0
