name,value
2026 Early 1st,5976
2026 Early 2nd,2745
2026 Early 3rd,2157
2026 Early 4th,1593
2026 Late 1st,4176
2026 Late 2nd,2992
2026 Late 3rd,2359
2026 Late 4th,1294
2026 Mid 1st,4493
2026 Mid 2nd,2506
2026 Mid 3rd,2007
2026 Mid 4th,1639
2027 Early 1st,5689
2027 Early 2nd,3347
2027 Early 3rd,2637
2027 Early 4th,1854
2027 Late 1st,4288
2027 Late 2nd,3112
2027 Late 3rd,2431
2027 Late 4th,1373
2027 Mid 1st,6101
2027 Mid 2nd,3590
2027 Mid 3rd,2217
2027 Mid 4th,1549
2028 Early 1st,5743
2028 Early 2nd,2911
2028 Early 3rd,1845
2028 Early 4th,1385
2028 Late 1st,4280
2028 Late 2nd,2794
2028 Late 3rd,2130
2028 Late 4th,1380
2028 Mid 1st,4510
2028 Mid 2nd,3329
2028 Mid 3rd,1993
2028 Mid 4th,1534
A.J. Brown,5202
Aaron Jones,2161
Aaron Rodgers,2073
Abdul Carter,5414.0
Adam Trautman,705
Adisa Isaac,770.0
Adonai Mitchell,2894
Aidan Hutchinson,5667.0
Aidan O'Connell,822
Ainias Smith,756
AJ Barner,2634
AJ Dillon,677
AJ Epenesa,807.0
Akeem Davis Gaither,795.0
Alec Pierce,3890
Alex Anzalone,1265.0
Alex Highsmith,2948.0
Alex Singleton,1415.0
Alex Wright,764.0
Alexander Mattison,691
Alim McNeil,767.0
Alohi Gilman,1233.0
Alontae Taylor,1225.0
Alvin Kamara,1924
Amani Hooker,1243.0
Amon-Ra St. Brown,7949
Andrei Iosivas,1605
Andrew Mukuba,1232.0
Andrew Van Ginkel,2963.0
Andrew Wingard,857.0
Andru Phillips,1237.0
Anfernee Jennings,804.0
Anthony Hill,1970.0
Anthony Richardson,2422
Antoine Winfield,1921.0
Antonio Gibson,693
Antonio Williams,1181
Arden Key,793.0
Arian Smith,1200
Arnold Ebiketie,762.0
Arvell Reese,4169.0
Ashawn Robinson,766.0
