name,value
2026 1st,2882
2026 2nd,1492
2026 3rd,987
2026 4th,737
2026 Pick 1.01,7088
2026 Pick 1.02,4782
2026 Pick 1.03,4150
2026 Pick 1.04,3781
2026 Pick 1.05,3441
2026 Pick 1.06,3038
2026 Pick 1.07,2725
2026 Pick 1.08,2535
2026 Pick 1.09,2450
2026 Pick 1.10,2304
2026 Pick 1.11,2193
2026 Pick 1.12,2106
2026 Pick 2.01,1896
2026 Pick 2.02,1793
2026 Pick 2.03,1712
2026 Pick 2.04,1662
2026 Pick 2.05,1590
2026 Pick 2.06,1527
2026 Pick 2.07,1458
2026 Pick 2.08,1427
2026 Pick 2.09,1394
2026 Pick 2.10,1298
2026 Pick 2.11,1252
2026 Pick 2.12,1209
2026 Pick 3.01,1168
2026 Pick 3.02,1130
2026 Pick 3.03,1095
2026 Pick 3.04,1062
2026 Pick 3.05,1030
2026 Pick 3.06,1001
2026 Pick 3.07,973
2026 Pick 3.08,947
2026 Pick 3.09,922
2026 Pick 3.10,898
2026 Pick 3.11,876
2026 Pick 3.12,854
2026 Pick 4.01,834
2026 Pick 4.02,814
2026 Pick 4.03,796
2026 Pick 4.04,778
2026 Pick 4.05,761
2026 Pick 4.06,745
2026 Pick 4.07,729
2026 Pick 4.08,714
2026 Pick 4.09,700
2026 Pick 4.10,686
2026 Pick 4.11,673
2026 Pick 4.12,660
2027 1st,3044
2027 2nd,1552
2027 3rd,1058
2027 4th,778
2028 1st,2188
2028 2nd,1334
2028 3rd,945
2028 4th,758
A.J. Brown,3476
Aaron Anderson,531
Aaron Jones,1117
Aaron Rodgers,780
Adam Randall,1142
Adonai Mitchell,1235
Aidan O'Connell,20
AJ Barner,1526
Alec Pierce,2238
Alvin Kamara,1166
Amon-Ra St. Brown,7263
Andrei Iosivas,126
Andy Dalton,51
Anthony Richardson,1135
Antonio Williams,1336
Ashton Jeanty,6819
Audric Estime,286
Baker Mayfield,3479
Ben Sinnott,406
Bhayshul Tuten,2242
Bijan Robinson,10093
Blake Corum,1671
Bo Nix,5019
Braelon Allen,1309
Brandon Aiyuk,1602
Brashard Smith,564
Breece Hall,3813
Brenen Thompson,1087
Brenton Strange,1690
Brian Robinson,1216
Brian Thomas,3389
Brock Bowers,7397
Brock Purdy,4669
Bryce Young,2943
Bucky Irving,3524
C.J. Stroud,3342
Cade Klubnik,745
Cade Otton,1167
Caleb Douglas,112
Caleb Williams,6787
Calvin Austin,223
Calvin Ridley,840
Cam Skattebo,2819
Cam Ward,3677
Carnell Tate,4246
Carson Beck,1240
Cedric Tillman,299
CeeDee Lamb,6905
Chase Brown,3748
Chig Okonkwo,1657
Chimere Dike,1166
Chris Bell,1588
Chris Brazzell,1555
Chris Brooks,16
Chris Godwin,1619
Chris Olave,4203
Chris Rodriguez,1272
Christian Kirk,554
Christian McCaffrey,4013
Christian Watson,1912
Chuba Hubbard,1885
CJ Daniels,945
CJ Donaldson,849
Colby Parkinson,637
Cole Kmet,309
Cole Payton,682
Colston Loveland,4953
Cooper Kupp,477
Courtland Sutton,1770
D'Andre Swift,2045
Dak Prescott,4001
Dallas Goedert,1548
Dalton Kincaid,1964
Dalton Schultz,918
Damien Martinez,33
Dane Key,653
Daniel Jones,2691
Darius Slayton,87
Darnell Mooney,689
Darnell Washington,229
Davante Adams,2160
David Montgomery,1990
David Njoku,1076
Davis Mills,248
Dawson Knox,147
De'Von Achane,6064
Dean Connors,303
Deebo Samuel,1120
Deion Burks,1066
DeMario Douglas,236
Demond Claiborne,1273
Denzel Boston,2472
Derrick Henry,2510
Deshaun Watson,1222
Desmond Reid,348
Devaughn Vele,353
Devin Neal,591
Devin Singletary,16
DeVonta Smith,3096
Dillon Gabriel,225
DJ Giddens,661
DJ Moore,2363
DK Metcalf,1960
Dont'e Thornton,556
Dontayvion Wicks,438
Drake London,5711
Drake Maye,8876
Drew Allar,949
Dyami Brown,88
Dylan Devezin,482
Dylan Sampson,1303
Efton Chism,76
Eli Stowers,2148
Elic Ayomanor,952
Elijah Arroyo,742
Elijah Sarratt,1636
Emanuel Wilson,1192
Emari Demercado,151
Emeka Egbuka,4505
Emmett Johnson,1835
Eric McAlister,1025
Eric Rivers,401
Erick All,43
Evan Engram,540
Fernando Mendoza,4191
Gardner Minshew,197
Garrett Nussmeier,811
Garrett Wilson,4206
Geno Smith,1362
George Holani,136
George Kittle,2055
George Pickens,4716
Germie Bernard,1444
Greg Dortch,141
Greg Dulcich,277
Gunnar Helm,1450
Harold Fannin,3338
Hollywood Smothers,388
Hunter Henry,921
Isaac Guerendo,97
Isaac TeSlaa,1253
Isaiah Bond,711
Isaiah Davis,314
Isaiah Likely,2117
Isiah Pacheco,1319
J'Mari Taylor,1006
J.J. McCarthy,1761
J.K. Dobbins,1744
Ja'Kobi Lane,1375
Ja'Lynn Polk,270
Ja'Marr Chase,9823
Ja'Tavion Sanders,480
Jack Bech,907
Jack Endries,1041
Jacoby Brissett,1558
Jacory Croskey-Merritt,1361
Jadarian Price,2468
Jahan Dotson,291
Jahdae Walker,112
Jahmyr Gibbs,9458
Jake Ferguson,1981
