name,value
2026 Early 1st,5767
2026 Early 2nd,3294
2026 Early 3rd,2325
2026 Early 4th,1793
2026 Late 1st,3981
2026 Late 2nd,2808
2026 Late 3rd,2121
2026 Late 4th,1540
2026 Mid 1st,4655
2026 Mid 2nd,2980
2026 Mid 3rd,2186
2026 Mid 4th,1633
2027 Early 1st,6889
2027 Early 2nd,3817
2027 Early 3rd,2499
2027 Early 4th,1882
2027 Late 1st,4858
2027 Late 2nd,3063
2027 Late 3rd,2247
2027 Late 4th,1617
2027 Mid 1st,5584
2027 Mid 2nd,3417
2027 Mid 3rd,2388
2027 Mid 4th,1760
2028 Early 1st,4997
2028 Early 2nd,3114
2028 Early 3rd,2210
2028 Early 4th,1636
2028 Late 1st,3885
2028 Late 2nd,2741
2028 Late 3rd,1954
2028 Late 4th,1269
2028 Mid 1st,4508
2028 Mid 2nd,2885
2028 Mid 3rd,2084
2028 Mid 4th,1550
A.J. Brown,4844
Aaron Jones,2179
Aaron Rodgers,1873
Adam Trautman,745
Adonai Mitchell,2746
Aidan O'Connell,988
Ainias Smith,851
AJ Barner,2903
AJ Dillon,799
Alec Pierce,4280
Alexander Mattison,897
Alvin Kamara,2094
Amon-Ra St. Brown,7764
Andrei Iosivas,1690
Anthony Richardson,2512
Antonio Gibson,772
Antonio Williams,1264
Arian Smith,1046
Ashton Jeanty,7466
Audric Estime,1615
Baker Mayfield,4827
Bam Knight,1423
Ben Sinnott,1871
Bhayshul Tuten,4030
Bijan Robinson,9990
Blake Corum,3241
Bo Melton,1133
Bo Nix,6197
Braelon Allen,2735
Brandon Aiyuk,2556
Brashard Smith,2086
Breece Hall,5391
Brenden Rice,825
Brenton Strange,3066
Brevin Jordan,1030
Brian Robinson,2395
Brian Thomas,4904
Brock Bowers,7796
Brock Purdy,5992
Brock Wright,975
Bryce Young,4528
Bub Means,932
Bucky Irving,5013
C.J. Stroud,4837
Cade Klubnik,1049
Cade Otton,2399
Cade Stover,1470
Caleb Williams,7849
Calvin Austin,1655
Calvin Ridley,1928
Cam Akers,1016
Cam Skattebo,4360
Cam Ward,5078
Carnell Tate,5297
Carson Wentz,827
Cedric Tillman,2094
CeeDee Lamb,7266
Charlie Kolar,1026
Chase Brown,4871
Chigoziem Okonkwo,2795
Chimere Dike,2736
Chris Bell,2047
Chris Brazzell,2274
Chris Brooks,1181
Chris Godwin,2910
Chris Olave,5671
Chris Rodriguez,2487
Christian Kirk,2087
Christian McCaffrey,5048
Christian Watson,3813
Chuba Hubbard,3394
CJ Daniels,803
Colby Parkinson,2096
Cole Kmet,2065
Colston Loveland,6002
Cooper Kupp,1831
Courtland Sutton,3117
D'Andre Swift,3486
D.J. Moore,3835
Dak Prescott,5038
Dallas Goedert,2661
Dalton Kincaid,3326
Dalton Schultz,2276
Dameon Pierce,1111
Damien Martinez,1222
Daniel Bellinger,1504
Daniel Jones,4235
Darius Slayton,1564
Darnell Mooney,2159
Darnell Washington,1925
Darren Waller,1116
Davante Adams,3457
David Bell,717
David Montgomery,3466
David Njoku,2586
Davis Allen,1036
Davis Mills,1565
Dawson Knox,1754
De'Von Achane,6868
DeAndre Hopkins,873
Deebo Samuel,2417
Deion Burks,922
Demarcus Robinson,885
Demario Douglas,2147
Demond Claiborne,1068
Denzel Boston,3477
Derrick Henry,3799
Deshaun Watson,1756
Deuce Vaughn,995
Devaughn Vele,1715
Devin Neal,2212
Devin Singletary,1437
DeVonta Smith,5026
Devontez Walker,1395
Dillon Gabriel,1548
DJ Giddens,2092
DK Metcalf,3596
Donovan Edwards,1138
Dont'e Thornton,2109
Dontayvion Wicks,2644
Drake London,6961
Drake Maye,9377
Drew Lock,1010
Dyami Brown,1450
Dylan Sampson,2766
Efton Chism,1432
Eli Stowers,2853
Elic Ayomanor,2755
Elijah Arroyo,2545
Elijah Higgins,1254
Elijah Mitchell,961
Elijah Moore,1271
Elijah Sarratt,2502
Emanuel Wilson,2266
Emari Demercado,1211
Emeka Egbuka,6022
Emmett Johnson,2167
Erick All,1282
Evan Engram,1840
Fernando Mendoza,5632
Frank Gore,949
Gabriel Davis,1184
Gardner Minshew,1228
Garrett Nussmeier,2086
Garrett Wilson,5777
Geno Smith,2170
George Holani,1392
George Kittle,3325
George Pickens,6020
Germie Bernard,1820
Grant Calcaterra,894
Greg Dortch,1245
Greg Dulcich,1660
Gunnar Helm,2674
Harold Fannin,4987
Harrison Bryant,676
Hassan Haskins,1033
Hunter Henry,2322
Hunter Long,714
Isaac Guerendo,1718
Isaac TeSlaa,2844
Isaiah Bond,2183
Isaiah Davis,1925
Isaiah Hodgins,1020
Isaiah Likely,3481
Isiah Pacheco,2308
Israel Abanikanda,986
J'Mari Taylor,988
J.J. McCarthy,2906
J.K. Dobbins,3068
Ja'Kobi Lane,1698
Ja'Lynn Polk,1614
Ja'Marr Chase,9982
Ja'Tavion Sanders,2078
Jack Bech,2426
Jack Endries,755
Jacob Cowing,1114
Jacoby Brissett,2766
Jacory Croskey-Merritt,2811
Jadarian Price,3178
Jahan Dotson,1833
Jahmyr Gibbs,9588
Jake Bobo,1201
Jake Browning,858
Jake Ferguson,3291
Jake Tonges,2358
Jakobi Meyers,3315
Jaleel McLaughlin,1437
Jalen Coker,3131
Jalen Hurts,6241
Jalen McMillan,3118
Jalen Milroe,2380
Jalen Nailor,2333
Jalen Royals,1826
Jalen Tolbert,1799
Jalin Hyatt,1342
Jam Miller,944
Jamari Thrash,946
Jameis Winston,1518
James Conner,2172
James Cook,6020
Jameson Williams,4732
Jared Goff,4678
Jared Wiley,1052
Jarquez Hunter,1787
Jauan Jennings,2728
Javon Baker,1147
Javonte Williams,4549
Jawhar Jordan,944
Jaxon Smith-Njigba,9893
Jaxson Dart,6754
Jayden Daniels,7784
Jayden Higgins,3594
Jayden Reed,3425
Jaydon Blue,2036
Jaylen Waddle,4835
Jaylen Warren,3229
Jaylen Wright,2340
Jaylin Lane,1882
Jaylin Noel,2771
Jeremiyah Love,7497
Jeremy McNichols,871
Jeremy Ruckert,916
Jermaine Burton,708
Jerome Ford,1614
Jerry Jeudy,2728
Jimmy Horn,1627
Joe Burrow,7394
Joe Flacco,1166
Joe Milton,1805
Joe Mixon,1247
John Metchie,1722
Johnny Wilson,828
