name,value
2026 Early 1st,5817
2026 Early 2nd,3326
2026 Early 3rd,2380
2026 Early 4th,1807
2026 Late 1st,3918
2026 Late 2nd,2883
2026 Late 3rd,2129
2026 Late 4th,1521
2026 Mid 1st,4718
2026 Mid 2nd,3016
2026 Mid 3rd,2250
2026 Mid 4th,1661
2027 Early 1st,6888
2027 Early 2nd,3747
2027 Early 3rd,2547
2027 Early 4th,1848
2027 Late 1st,4789
2027 Late 2nd,3070
2027 Late 3rd,2222
2027 Late 4th,1682
2027 Mid 1st,5628
2027 Mid 2nd,3402
2027 Mid 3rd,2393
2027 Mid 4th,1766
2028 Early 1st,4999
2028 Early 2nd,3111
2028 Early 3rd,2159
2028 Early 4th,1629
2028 Late 1st,3916
2028 Late 2nd,2732
2028 Late 3rd,1950
2028 Late 4th,1306
2028 Mid 1st,4555
2028 Mid 2nd,2925
2028 Mid 3rd,2106
2028 Mid 4th,1537
A.J. Brown,4769
Aaron Jones,2105
Aaron Rodgers,1862
Adam Trautman,700
Adonai Mitchell,2744
Aidan O'Connell,978
Ainias Smith,832
AJ Barner,2874
AJ Dillon,815
Alec Pierce,4341
Alexander Mattison,822
Alvin Kamara,2125
Amon-Ra St. Brown,7720
Andrei Iosivas,1710
Anthony Richardson,2534
Antonio Gibson,776
Antonio Williams,1319
Arian Smith,1056
Ashton Jeanty,7454
Audric Estime,1643
Baker Mayfield,4767
Bam Knight,1449
Barion Brown,698
Ben Sinnott,1879
Bhayshul Tuten,3909
Bijan Robinson,9998
Blake Corum,3270
Bo Melton,1096
Bo Nix,6236
Braelon Allen,2732
Brandon Aiyuk,2559
Brashard Smith,2170
Breece Hall,5385
Brenden Rice,833
Brenton Strange,3107
Brevin Jordan,1043
Brian Robinson,2298
Brian Thomas,4929
Brock Bowers,7748
Brock Purdy,5963
Brock Wright,980
Bryce Young,4523
Bub Means,907
Bucky Irving,5086
C.J. Stroud,4806
Cade Klubnik,1002
Cade Otton,2510
Cade Stover,1493
Caleb Williams,7733
Calvin Austin,1679
Calvin Ridley,1878
Cam Akers,967
Cam Skattebo,4508
Cam Ward,5142
Carnell Tate,5174
Carson Wentz,750
Cedric Tillman,2148
CeeDee Lamb,7367
Charlie Kolar,1034
Chase Brown,4972
Chigoziem Okonkwo,2788
Chimere Dike,2731
Chris Bell,1968
Chris Brazzell,2148
Chris Brooks,1104
Chris Godwin,2897
Chris Olave,5707
Chris Rodriguez,2308
Christian Kirk,2106
Christian McCaffrey,5134
Christian Watson,3592
Chuba Hubbard,3418
CJ Daniels,922
Colby Parkinson,2149
Cole Kmet,2047
Colston Loveland,6020
Cooper Kupp,1868
Courtland Sutton,3184
Curtis Samuel,752
D'Andre Swift,3555
D.J. Moore,3910
Dak Prescott,5036
Dallas Goedert,2634
Dalton Kincaid,3358
Dalton Schultz,2278
Dameon Pierce,1137
Damien Martinez,1189
Daniel Bellinger,1569
Daniel Jones,4261
Darius Slayton,1579
Darnell Mooney,2109
Darnell Washington,1925
Darren Waller,1162
Davante Adams,3559
David Montgomery,3480
David Njoku,2695
Davis Allen,1059
Davis Mills,1598
Dawson Knox,1745
De'Von Achane,6815
DeAndre Hopkins,873
Deebo Samuel,2496
Deion Burks,951
Demarcus Robinson,928
Demario Douglas,2141
Demond Claiborne,1139
Denzel Boston,3381
Derius Davis,684
Derrick Henry,3786
Deshaun Watson,1342
Deuce Vaughn,958
Devaughn Vele,1739
Devin Neal,2290
Devin Singletary,1454
DeVonta Smith,4927
Devontez Walker,1444
Dillon Gabriel,1617
DJ Giddens,2098
DK Metcalf,3619
Donovan Edwards,1071
Dont'e Thornton,2162
Dontayvion Wicks,2354
Drake London,6884
Drake Maye,9409
Drew Lock,1035
Dyami Brown,1439
Dylan Sampson,2731
Efton Chism,1489
Eli Stowers,2622
Elic Ayomanor,2799
Elijah Arroyo,2549
Elijah Higgins,1208
Elijah Mitchell,978
Elijah Moore,1214
Elijah Sarratt,2389
Emanuel Wilson,2209
Emari Demercado,1234
Emeka Egbuka,6026
Emmett Johnson,2167
Erick All,1235
Evan Engram,1807
Fernando Mendoza,5635
Frank Gore,921
Gabriel Davis,1185
Gardner Minshew,1268
Garrett Nussmeier,2035
Garrett Wilson,5749
Geno Smith,2144
George Holani,1314
George Kittle,3263
George Pickens,6029
Germie Bernard,1735
Grant Calcaterra,873
Greg Dortch,1206
Greg Dulcich,1577
Gunnar Helm,2549
Harold Fannin,4945
Hassan Haskins,1025
Hunter Henry,2345
Isaac Guerendo,1737
Isaac TeSlaa,2890
Isaiah Bond,2275
Isaiah Davis,1922
Isaiah Hodgins,1027
Isaiah Likely,3500
Isiah Pacheco,2375
Israel Abanikanda,982
J'Mari Taylor,995
J.J. McCarthy,2879
J.K. Dobbins,3047
Ja'Kobi Lane,1751
Ja'Lynn Polk,1621
Ja'Marr Chase,9916
Ja'Tavion Sanders,2114
Jack Bech,2409
Jack Endries,900
Jacob Cowing,1099
Jacoby Brissett,2791
Jacory Croskey-Merritt,2851
Jadarian Price,2987
Jahan Dotson,1832
Jahmyr Gibbs,9625
Jake Bobo,1194
Jake Browning,824
Jake Ferguson,3351
Jake Tonges,2419
Jakobi Meyers,3361
Jaleel McLaughlin,1484
Jalen Coker,3049
Jalen Hurts,6322
Jalen McMillan,3140
Jalen Milroe,2457
Jalen Nailor,2355
Jalen Royals,1861
Jalen Tolbert,1696
Jalin Hyatt,1270
Jam Miller,1008
Jamari Thrash,945
Jameis Winston,1545
James Conner,2126
James Cook,5984
Jameson Williams,4771
Jared Goff,4693
Jared Wiley,1046
Jarquez Hunter,1733
Jauan Jennings,2787
Javon Baker,1109
Javonte Williams,4547
Jawhar Jordan,970
Jaxon Smith-Njigba,9813
Jaxson Dart,6685
Jayden Daniels,7755
Jayden Higgins,3577
Jayden Reed,3291
Jaydon Blue,2021
Jaylen Waddle,4888
Jaylen Warren,3215
Jaylen Wright,2366
Jaylin Lane,1880
Jaylin Noel,2785
Jeremiyah Love,7434
Jeremy McNichols,871
Jeremy Ruckert,894
Jermaine Burton,692
Jerome Ford,1603
Jerry Jeudy,2738
Jimmy Horn,1658
Joe Burrow,7375
Joe Flacco,1114
Joe Milton,1814
Joe Mixon,1305
John Metchie,1757
Johnny Wilson,832
Jonah Coleman,2757
Jonathan Mingo,1125
Jonathan Taylor,5980
Jonathon Brooks,2928
Jonnu Smith,1384
Jordan Addison,3941
Jordan James,1972
Jordan Love,5708
Jordan Mason,2715
Jordan Watkins,1114
Jordan Whittington,1594
Jordyn Tyson,4800
Josh Allen,9999
Josh Downs,3330
Josh Jacobs,4604
Josh Oliver,737
Joshua Palmer,1571
JuJu Smith-Schuster,827
Julius Chestnut,756
Justice Hill,1311
Justin Fields,2318
Justin Herbert,6914
Justin Jefferson,7667
Juwan Johnson,2455
Kaleb Johnson,2382
Kalel Mullings,1168
Kameron Johnson,1168
Kareem Hunt,1137
KaVontae Turpin,1247
Kayshon Boutte,2915
Kaytron Allen,1860
KC Concepcion,3792
KeAndre Lambert-Smith,1646
Keaton Mitchell,2554
Keenan Allen,1735
Kendall Milton,859
Kendre Miller,1991
Kendrick Bourne,1516
Kenneth Gainwell,2902
Kenneth Walker,5767
Kenny McIntosh,847
Kenny Pickett,1190
Kenyon Sadiq,4356
Keon Coleman,2538
Kevin Coleman,1216
Khalil Herbert,841
Khalil Shakir,3003
Kimani Vidal,2505
Kirk Cousins,1778
Konata Mumpfield,1524
Kyle McCord,752
Kyle Monangai,3567
Kyle Pitts,4511
Kyle Williams,2678
Kyler Murray,4435
Kyren Williams,4846
Ladd McConkey,5430
LaJohntay Wester,715
Lamar Jackson,7658
Le'Veon Moss,1041
LeQuint Allen,2154
Lil'Jordan Humphrey,1090
Luke McCaffrey,1799
Luke Musgrave,1893
Luke Schoonmaker,1242
Luther Burden,5381
Mac Jones,2921
Mack Hollins,1214
Makai Lemon,5086
Malachi Corley,1244
Malachi Fields,1890
Malik Davis,1439
Malik Heath,721
Malik Nabers,7743
Malik Washington,2465
Malik Willis,4153
Marcus Mariota,1538
Mark Andrews,2760
Marquise Brown,1921
MarShawn Lloyd,1808
Marvin Harrison,5000
