name,value
2026 Early 1st,5841.0
2026 Early 2nd,3360.0
2026 Early 3rd,2400.0
2026 Early 4th,1825.0
2026 Late 1st,3927.0
2026 Late 2nd,2877.0
2026 Late 3rd,2135.0
2026 Late 4th,1527.0
2026 Mid 1st,4746.0
2026 Mid 2nd,3020.0
2026 Mid 3rd,2250.0
2026 Mid 4th,1652.0
2027 Early 1st,6850.0
2027 Early 2nd,3734.0
2027 Early 3rd,2562.0
2027 Early 4th,1837.0
2027 Late 1st,4784.0
2027 Late 2nd,3063.0
2027 Late 3rd,2219.0
2027 Late 4th,1663.0
2027 Mid 1st,5630.0
2027 Mid 2nd,3435.0
2027 Mid 3rd,2397.0
2027 Mid 4th,1789.0
2028 Early 1st,4990.0
2028 Early 2nd,3121.0
2028 Early 3rd,2167.0
2028 Early 4th,1641.0
2028 Late 1st,3938.0
2028 Late 2nd,2727.0
2028 Late 3rd,1964.0
2028 Late 4th,1338.0
2028 Mid 1st,4539.0
2028 Mid 2nd,2913.0
2028 Mid 3rd,2134.0
2028 Mid 4th,1530.0
A.J. Brown,4783.0
Aaron Jones,2087.0
Aaron Rodgers,1829.0
Abdul Carter,5414.0
Adisa Isaac,770.0
Adonai Mitchell,2712.0
Aidan Hutchinson,5667.0
AJ Barner,3320.0
AJ Epenesa,807.0
Akeem Davis Gaither,795.0
Alec Pierce,4341.0
Alex Anzalone,1265.0
Alex Highsmith,2955.0
Alex Singleton,1415.0
Alex Wright,764.0
Alim McNeil,767.0
Alohi Gilman,1233.0
Alontae Taylor,1225.0
Alvin Kamara,2128.0
Amani Hooker,1243.0
Amon-Ra St. Brown,7713.0
Andrei Iosivas,1728.0
Andrew Mukuba,1232.0
Andrew Van Ginkel,2971.0
Andrew Wingard,857.0
Andru Phillips,1237.0
Anfernee Jennings,804.0
Anthony Hill,1967.0
Anthony Richardson,2510.0
Antoine Winfield,1921.0
Antonio Williams,1319.0
Arden Key,793.0
Arnold Ebiketie,762.0
Arvell Reese,4169.0
Ashawn Robinson,766.0
Ashton Gillotte,1911.0
Ashton Jeanty,7477.0
Ashtyn Davis,756.0
Audric Estime,1625.0
Austin Booker,1911.0
Azeez Al Shaair,1938.0
Azeez Ojulari,801.0
Baker Mayfield,4782.0
Bam Knight,1445.0
Baron Browning,1227.0
Barrett Carter,1945.0
Ben Sinnott,2265.0
Bhayshul Tuten,3939.0
