name,value
Josh Allen,10200
Bijan Robinson,10200
Jahmyr Gibbs,10200
Ja'Marr Chase,10134
Jaxon Smith-Njigba,10013
Drake Maye,9967
Puka Nacua,9396
Lamar Jackson,8025
Brock Bowers,8021
Malik Nabers,7990
Jayden Daniels,7906
Trey McBride,7874
Justin Jefferson,7841
Amon-Ra St. Brown,7735
Caleb Williams,7730
Ashton Jeanty,7554
Joe Burrow,7405
CeeDee Lamb,7233
Justin Herbert,6603
Jeremiyah Love,6511
Patrick Mahomes,6430
De'Von Achane,6365
Omarion Hampton,6348
Drake London,6185
Jalen Hurts,6073
Jaxson Dart,5940
Colston Loveland,5539
Trevor Lawrence,5508
Tetairoa McMillan,5481
Bo Nix,5447
Jonathan Taylor,5370
James Cook,5294
Brock Purdy,5193
Tyler Warren,5005
George Pickens,4962
Emeka Egbuka,4910
Jordan Love,4585
Nico Collins,4545
Chris Olave,4472
Garrett Wilson,4457
Kenneth Walker,4409
Dak Prescott,4344
Christian McCaffrey,4267
TreVeyon Henderson,4258
Quinshon Judkins,4024
Breece Hall,3896
Carnell Tate,3807
Ladd McConkey,3796
Cam Ward,3731
Fernando Mendoza,3728
Rome Odunze,3605
Chase Brown,3548
Makai Lemon,3508
Rashee Rice,3502
Bucky Irving,3480
Luther Burden,3402
Saquon Barkley,3401
Harold Fannin,3389
Baker Mayfield,3369
Kenyon Sadiq,3361
Tucker Kraft,3345
Marvin Harrison,3315
C.J. Stroud,3241
Brian Thomas,3207
Sam LaPorta,3188
A.J. Brown,3185
Jared Goff,3143
Tee Higgins,3119
Zay Flowers,3070
Kyren Williams,3047
Jordyn Tyson,3015
DeVonta Smith,3009
Tyler Shough,2980
Jaylen Waddle,2970
Sam Darnold,2952
Travis Etienne,2946
Kyle Pitts,2938
Javonte Williams,2936
Bryce Young,2927
Josh Jacobs,2913
Cam Skattebo,2912
Jameson Williams,2885
Kyler Murray,2862
Malik Willis,2693
Daniel Jones,2587
DJ Moore,2582
Jadarian Price,2571
Bhayshul Tuten,2507
Oronde Gadsden,2507
Alec Pierce,2476
KC Concepcion,2431
Omar Cooper,2410
Derrick Henry,2408
RJ Harvey,2388
Jonah Coleman,2330
Travis Hunter,2282
Eli Stowers,2243
Jordan Addison,2200
Denzel Boston,2122
Parker Washington,2114
Isaiah Likely,2085
David Montgomery,2085
Matthew Stafford,2084
Michael Wilson,2074
Wan'Dale Robinson,2068
Davante Adams,2066
Matthew Golden,2044
Emmett Johnson,2018
Mike Evans,1990
Nicholas Singleton,1954
Ty Simpson,1940
Mike Washington,1925
D'Andre Swift,1914
Christian Watson,1906
DK Metcalf,1828
Terry McLaurin,1818
Chuba Hubbard,1806
Zach Charbonnet,1806
Romeo Doubs,1799
Elijah Sarratt,1795
George Kittle,1790
Chris Bell,1787
Dalton Kincaid,1765
Michael Pittman,1761
Jake Ferguson,1734
Tyler Allgeier,1725
Kyle Monangai,1703
Ricky Pearsall,1673
Jayden Higgins,1665
Michael Penix,1581
Chig Okonkwo,1575
Xavier Worthy,1566
Josh Downs,1531
Jonathon Brooks,1520
J.J. McCarthy,1516
Brenton Strange,1513
Jakobi Meyers,1505
Courtland Sutton,1504
T.J. Hockenson,1502
Rico Dowdle,1495
Jayden Reed,1494
Zachariah Branch,1482
Quentin Johnston,1480
Jalen McMillan,1477
J.K. Dobbins,1470
Jaylen Warren,1461
Tua Tagovailoa,1456
Blake Corum,1442
Rhamondre Stevenson,1416
Gunnar Helm,1405
Shedeur Sanders,1404
Chris Godwin,1403
Chris Brazzell,1399
Demond Claiborne,1396
AJ Barner,1394
Mason Taylor,1387
Mark Andrews,1376
Chris Rodriguez,1344
Jacoby Brissett,1341
Dallas Goedert,1337
Brian Robinson,1334
Germie Bernard,1332
Kirk Cousins,1325
Terrance Ferguson,1319
Tre' Harris,1313
Braelon Allen,1311
Max Klare,1310
Kenneth Gainwell,1302
Travis Kelce,1301
Malachi Fields,1292
Dylan Sampson,1281
Ja'Kobi Lane,1272
Jalen Coker,1265
Geno Smith,1248
Tank Bigsby,1241
Mac Jones,1229
Khalil Shakir,1226
Jordan Mason,1223
Brandon Aiyuk,1221
Juwan Johnson,1219
Rachaad White,1212
Jacory Croskey-Merritt,1209
Dontayvion Wicks,1203
Antonio Williams,1194
Kaytron Allen,1193
David Njoku,1188
Tank Dell,1186
Skyler Bell,1180
Justin Fields,1174
Jerry Jeudy,1168
Woody Marks,1168
Ted Hurst,1165
Tyreek Hill,1162
Rashid Shaheed,1147
Deshaun Watson,1145
Kaleb Johnson,1145
Isaac TeSlaa,1140
Tony Pollard,1125
Cade Otton,1123
Trey Benson,1112
Keaton Mitchell,1111
Jordan James,1107
Keon Coleman,1106
Pat Bryant,1105
Anthony Richardson,1096
Isiah Pacheco,1094
Jauan Jennings,1089
Elic Ayomanor,1088
Dalton Schultz,1078
Adonai Mitchell,1069
Jaylin Noel,1069
Tyrone Tracy,1068
Ollie Gordon,1065
Troy Franklin,1053
Emanuel Wilson,1048
Pat Freiermuth,1041
Alvin Kamara,1038
Hunter Henry,1037
Tyjae Spears,1034
Jalen Nailor,1033
Kayshon Boutte,1028
Le'Veon Moss,1010
Jack Bech,1005
Garrett Nussmeier,1000
Chimere Dike,995
Aaron Jones,984
Kyle Williams,974
Jake Tonges,950
Michael Trigg,937
Malik Washington,922
Tre Tucker,914
James Conner,910
J'Mari Taylor,895
Deebo Samuel,866
Calvin Ridley,860
Tory Horton,855
Theo Johnson,786
Aaron Rodgers,774
Ray Davis,763
Kimani Vidal,715
Dont'e Thornton,699
Isaiah Bond,692
Elijah Arroyo,678
Jack Endries,633
Deion Burks,623
Cade Klubnik,591
Tez Johnson,575
DJ Giddens,523
Stefon Diggs,504
Jam Miller,489
Evan Engram,463
Kevin Coleman,447
Christian Kirk,441
Darnell Mooney,439
Najee Harris,438
Jaydon Blue,435
Joe Flacco,409
Michael Mayer,398
Xavier Legette,385
Jaylen Wright,382
Will Howard,373
Ja'Tavion Sanders,364
Riley Leonard,355
Sean Tucker,344
DeMario Douglas,312
Brashard Smith,303
Greg Dulcich,301
MarShawn Lloyd,292
Jonnu Smith,290
Mike Gesicki,284
Luke Musgrave,280
LeQuint Allen,275
Jalen Milroe,271
Savion Williams,268
Trevor Etienne,259
Jameis Winston,258
Marvin Mims,258
Jalen Tolbert,245
Devin Neal,238
Marcus Mariota,231
Colby Parkinson,223
Cedric Tillman,218
Ben Sinnott,217
Tyson Bagent,210
Cooper Kupp,209
Jahan Dotson,208
Tyquan Thornton,198
Cole Kmet,198
Dillon Gabriel,198
Jaylin Lane,198
Jarquez Hunter,194
Marquise Brown,192
Luke McCaffrey,184
Rashod Bateman,181
KeAndre Lambert-Smith,173
Joe Milton,173
Devaughn Vele,155
Gardner Minshew,151
Quinn Ewers,150
Darnell Washington,149
Joe Mixon,144
Tahj Brooks,137
Kendre Miller,128
Jalen Royals,124
Davis Mills,85
Ja'Lynn Polk,80
Kenny McIntosh,41
Treylon Burks,32
Audric Estime,32
Isaiah Davis,31
Raheim Sanders,30
Keenan Allen,28
Efton Chism,26
Ryan Flournoy,26
Tutu Atwell,24
Daniel Bellinger,13
Andrei Iosivas,12
Spencer Rattler,7
Tanner McKee,3
Isaac Guerendo,2
Will Levis,2
Darren Waller,2
