name,value
Josh Allen,10200
Bijan Robinson,10200
Ja'Marr Chase,10200
Jahmyr Gibbs,10127
Jaxon Smith-Njigba,10011
Drake Maye,10008
Puka Nacua,9419
Lamar Jackson,8027
Malik Nabers,7956
Brock Bowers,7937
Justin Jefferson,7933
Trey McBride,7896
Jayden Daniels,7808
Caleb Williams,7730
Amon-Ra St. Brown,7697
Ashton Jeanty,7480
Joe Burrow,7359
CeeDee Lamb,7174
Justin Herbert,6521
Patrick Mahomes,6418
Omarion Hampton,6297
De'Von Achane,6280
Jeremiyah Love,6216
Drake London,6212
Jalen Hurts,6112
Jaxson Dart,5951
Colston Loveland,5503
Bo Nix,5483
Tetairoa McMillan,5460
Trevor Lawrence,5431
Jonathan Taylor,5324
James Cook,5259
Brock Purdy,5197
Tyler Warren,4981
George Pickens,4972
Emeka Egbuka,4864
Jordan Love,4562
Nico Collins,4556
Chris Olave,4500
Garrett Wilson,4459
Kenneth Walker,4348
Christian McCaffrey,4302
Dak Prescott,4293
TreVeyon Henderson,4270
Quinshon Judkins,3980
Breece Hall,3924
Ladd McConkey,3837
Carnell Tate,3822
Cam Ward,3783
Fernando Mendoza,3724
Rome Odunze,3561
Rashee Rice,3531
Makai Lemon,3528
Chase Brown,3518
Bucky Irving,3456
Luther Burden,3399
Harold Fannin,3384
Kenyon Sadiq,3384
Saquon Barkley,3355
Baker Mayfield,3334
Tucker Kraft,3309
Marvin Harrison,3298
Brian Thomas,3225
Sam LaPorta,3216
C.J. Stroud,3214
A.J. Brown,3174
Jared Goff,3149
Tee Higgins,3147
Zay Flowers,3067
Kyren Williams,3052
Jordyn Tyson,3014
DeVonta Smith,2994
Jaylen Waddle,2975
Tyler Shough,2974
Kyle Pitts,2969
Javonte Williams,2964
Sam Darnold,2960
Travis Etienne,2920
Josh Jacobs,2918
Bryce Young,2906
Cam Skattebo,2891
Kyler Murray,2882
Jameson Williams,2862
Malik Willis,2687
DJ Moore,2595
Daniel Jones,2590
Jadarian Price,2564
Oronde Gadsden,2504
Alec Pierce,2499
Bhayshul Tuten,2488
Omar Cooper,2409
Derrick Henry,2391
RJ Harvey,2383
KC Concepcion,2381
Jonah Coleman,2344
Travis Hunter,2268
Eli Stowers,2231
Denzel Boston,2223
Jordan Addison,2204
Matthew Stafford,2120
Parker Washington,2113
Davante Adams,2098
David Montgomery,2094
Isaiah Likely,2093
Michael Wilson,2083
Wan'Dale Robinson,2067
Emmett Johnson,2005
Mike Evans,2004
Matthew Golden,1997
Nicholas Singleton,1956
Ty Simpson,1953
Mike Washington,1931
Christian Watson,1909
D'Andre Swift,1884
Terry McLaurin,1832
Zach Charbonnet,1832
DK Metcalf,1827
Romeo Doubs,1817
Chuba Hubbard,1797
Elijah Sarratt,1794
George Kittle,1789
Michael Pittman,1781
Chris Bell,1779
Dalton Kincaid,1762
Jake Ferguson,1753
Tyler Allgeier,1703
Ricky Pearsall,1697
Kyle Monangai,1676
Jayden Higgins,1667
Michael Penix,1588
Chig Okonkwo,1583
Xavier Worthy,1568
Brenton Strange,1540
J.J. McCarthy,1536
Josh Downs,1531
Jonathon Brooks,1524
T.J. Hockenson,1522
Rico Dowdle,1508
Courtland Sutton,1506
Jaylen Warren,1493
Jayden Reed,1493
Tua Tagovailoa,1483
J.K. Dobbins,1476
Zachariah Branch,1475
Quentin Johnston,1466
Jakobi Meyers,1465
Jalen McMillan,1460
Rhamondre Stevenson,1434
Shedeur Sanders,1424
Blake Corum,1414
Gunnar Helm,1408
Chris Godwin,1400
Chris Brazzell,1399
AJ Barner,1396
Demond Claiborne,1386
Mason Taylor,1385
Chris Rodriguez,1361
Kirk Cousins,1359
Jacoby Brissett,1349
Germie Bernard,1345
Terrance Ferguson,1335
Mark Andrews,1332
Dallas Goedert,1331
Tre' Harris,1328
Brian Robinson,1326
Max Klare,1315
Travis Kelce,1304
Malachi Fields,1300
Kenneth Gainwell,1294
Braelon Allen,1291
Jalen Coker,1280
Ja'Kobi Lane,1279
Dylan Sampson,1258
Geno Smith,1246
Khalil Shakir,1241
Tank Bigsby,1241
Brandon Aiyuk,1235
Mac Jones,1235
Jacory Croskey-Merritt,1222
Tank Dell,1221
David Njoku,1215
Rachaad White,1211
Juwan Johnson,1206
Kaytron Allen,1202
Antonio Williams,1192
Jordan Mason,1189
Skyler Bell,1183
Justin Fields,1182
Jerry Jeudy,1180
Woody Marks,1174
Tyreek Hill,1174
Dontayvion Wicks,1159
Ted Hurst,1155
Jauan Jennings,1152
Kaleb Johnson,1151
Anthony Richardson,1148
Deshaun Watson,1147
Isaac TeSlaa,1144
Tony Pollard,1144
Trey Benson,1131
Cade Otton,1128
Jordan James,1126
Rashid Shaheed,1122
Pat Bryant,1112
Keaton Mitchell,1109
Isiah Pacheco,1106
Hunter Henry,1096
Keon Coleman,1095
Elic Ayomanor,1093
Adonai Mitchell,1076
Tyrone Tracy,1073
Ollie Gordon,1072
Jaylin Noel,1067
Troy Franklin,1066
Emanuel Wilson,1057
Dalton Schultz,1052
Alvin Kamara,1042
Kayshon Boutte,1037
Tyjae Spears,1032
Jalen Nailor,1031
Pat Freiermuth,1007
Le'Veon Moss,1002
Chimere Dike,1000
Aaron Jones,996
Calvin Ridley,995
Jack Bech,994
Kyle Williams,968
Tre Tucker,957
Garrett Nussmeier,952
James Conner,946
Jake Tonges,942
Michael Trigg,931
Deebo Samuel,924
Malik Washington,911
Tory Horton,910
J'Mari Taylor,887
Ray Davis,853
Aaron Rodgers,823
Theo Johnson,819
Kimani Vidal,795
Elijah Arroyo,730
Dont'e Thornton,717
Isaiah Bond,696
Tez Johnson,604
Cade Klubnik,596
Stefon Diggs,551
DJ Giddens,530
Evan Engram,487
Christian Kirk,461
Najee Harris,461
Joe Flacco,435
Jaydon Blue,433
Darnell Mooney,433
Xavier Legette,403
Michael Mayer,392
Will Howard,386
Ja'Tavion Sanders,374
Jaylen Wright,373
Sean Tucker,363
Riley Leonard,349
DeMario Douglas,303
MarShawn Lloyd,303
Brashard Smith,300
Jonnu Smith,295
Mike Gesicki,285
LeQuint Allen,280
Luke Musgrave,274
Greg Dulcich,274
Marvin Mims,265
Trevor Etienne,263
Jalen Milroe,262
Savion Williams,262
Jameis Winston,248
Cedric Tillman,239
Jalen Tolbert,239
Devin Neal,237
Marcus Mariota,233
Colby Parkinson,231
Ben Sinnott,220
Tyson Bagent,205
Cole Kmet,201
Cooper Kupp,201
Jahan Dotson,201
Jaylin Lane,200
Devaughn Vele,193
Dillon Gabriel,189
Rashod Bateman,188
Tyquan Thornton,186
Marquise Brown,185
Luke McCaffrey,183
Jarquez Hunter,181
Darnell Washington,176
Joe Milton,161
Joe Mixon,159
Quinn Ewers,148
Kendre Miller,141
Jalen Royals,135
Tahj Brooks,129
Davis Mills,122
Gardner Minshew,119
KeAndre Lambert-Smith,118
Ja'Lynn Polk,87
Kenny McIntosh,55
Audric Estime,44
Treylon Burks,42
Raheim Sanders,39
Keenan Allen,39
Efton Chism,35
Ryan Flournoy,34
Tutu Atwell,23
Isaiah Davis,19
Daniel Bellinger,17
Andrei Iosivas,15
Spencer Rattler,9
Tanner McKee,4
Will Levis,3
Darren Waller,3
Isaac Guerendo,3
John Metchie,2
Calvin Austin,2
George Holani,2
