name,value
A.J. Brown,71.0
Aaron Anderson,721.0
Aaron Jones,268.0
Aaron Rodgers,601.0
Adam Randall,306.0
Adonai Mitchell,245.0
AJ Barner,233.0
Alec Pierce,132.0
Alvin Kamara,259.0
Amon-Ra St. Brown,14.0
Andrei Iosivas,589.0
Andres Borregales,538.0
Anthony Gould,836.0
Anthony Richardson,383.0
Antonio Gibson,607.0
Antonio Williams,254.0
Arian Smith,697.0
Ashton Jeanty,20.0
Audric Estime,611.0
Baker Mayfield,70.0
Barion Brown,613.0
Barry Kpeenu,766.0
Bauer Sharp,866.0
Behren Morton,760.0
Ben Sinnott,838.0
Bhayshul Tuten,147.0
Bijan Robinson,4.0
Blake Corum,184.0
Bo Nix,42.0
Braelon Allen,228.0
Brandon Aiyuk,237.0
Brandon Aubrey,118.0
Brandon McManus,403.0
Brashard Smith,349.0
Breece Hall,47.0
Brenen Thompson,338.0
Brenton Strange,134.0
Brian Robinson,348.0
Brian Thomas,92.0
Brock Bowers,12.0
Brock Purdy,33.0
Bryce Lance,291.0
Bryce Young,88.0
Bub Means,803.0
Bucky Irving,69.0
C.J. Stroud,54.0
Cade Klubnik,744.0
Cade Otton,241.0
Cade Stover,839.0
Cairo Santos,612.0
Caleb Douglas,710.0
Caleb Williams,15.0
Calvin Austin,372.0
Calvin Ridley,455.0
Cam Little,288.0
Cameron Dicker,169.0
Cameron Skattebo,100.0
Cameron Ward,84.0
Carnell Tate,67.0
Carson Beck,510.0
Caullin Lacy,777.0
Cedric Tillman,354.0
CeeDee Lamb,16.0
Charlie Kolar,775.0
Charlie Smyth,673.0
Chase Brown,63.0
Chase McLaughlin,200.0
Chase Roberts,798.0
Chigoziem Okonkwo,212.0
Chimere Dike,308.0
Chip Trayanum,741.0
Chris Bell,211.0
Chris Boswell,409.0
Chris Brazzell,221.0
Chris Godwin,165.0
Chris Hilton,778.0
Chris Olave,51.0
Chris Rodriguez,324.0
Christian Kirk,539.0
Christian McCaffrey,49.0
Christian Watson,120.0
Chuba Hubbard,172.0
CJ Daniels,631.0
CJ Dippre,855.0
CJ Donaldson,724.0
Colbie Young,779.0
Colby Parkinson,304.0
Cole Kmet,746.0
Cole Payton,297.0
Colston Loveland,30.0
Cooper Kupp,521.0
Courtland Sutton,138.0
Cyrus Allen,824.0
D'Andre Swift,148.0
D.J. Moore,141.0
D.K. Metcalf,122.0
Dae'Quan Wright,867.0
Dak Prescott,50.0
Dallas Goedert,142.0
Dallen Bentley,857.0
Dalton Kincaid,79.0
Dalton Schultz,196.0
Dan Villari,872.0
Daniel Bellinger,792.0
Daniel Jones,97.0
Darius Slayton,680.0
Darnell Mooney,400.0
Darnell Washington,653.0
Darren Waller,829.0
Davante Adams,129.0
David Montgomery,183.0
David Njoku,166.0
Davis Allen,845.0
Dawson Knox,833.0
De'Von Achane,23.0
De'Zhaun Stribling,557.0
Deebo Samuel,336.0
Deion Burks,300.0
Demarcus Robinson,771.0
Demario Douglas,446.0
Demond Claiborne,292.0
Denzel Boston,140.0
Derius Davis,793.0
Derrick Henry,109.0
Deshaun Watson,649.0
Desmond Reid,717.0
Devaughn Vele,417.0
Devin Culp,856.0
Devin Neal,347.0
Devin Singletary,505.0
Devin Voisin,802.0
DeVonta Smith,68.0
Devontez Walker,752.0
Diego Pavia,740.0
Dillon Gabriel,449.0
DJ Giddens,561.0
DJ Rogers,827.0
Dominic Lovett,835.0
Donaven McCulley,794.0
Dont'e Thornton,392.0
Dontayvion Wicks,376.0
Drake London,24.0
Drake Maye,2.0
Drew Allar,296.0
Dyami Brown,757.0
Dylan Sampson,246.0
Eli Heidenreich,627.0
Eli Raridon,860.0
Eli Stowers,116.0
Elic Ayomanor,280.0
Elijah Arroyo,227.0
Elijah Sarratt,214.0
Emanuel Wilson,414.0
Emari Demercado,620.0
Emeka Egbuka,43.0
Emmanuel Henderson,799.0
Emmett Johnson,176.0
Eric McAlister,662.0
Eric Rivers,704.0
Evan Engram,515.0
Evan McPherson,274.0
Fernando Mendoza,44.0
Garrett Nussmeier,286.0
Garrett Wilson,59.0
Geno Smith,272.0
George Kittle,112.0
George Pickens,38.0
Germie Bernard,226.0
Graham Gano,849.0
Greg Dortch,770.0
Greg Dulcich,765.0
Gunnar Helm,250.0
Harold Fannin,32.0
Harrison Butker,220.0
Harrison Mevis,742.0
Harrison Wallace,626.0
Haynes King,743.0
Hunter Henry,177.0
Isaac Guerendo,426.0
Isaac TeSlaa,289.0
Isaiah Bond,477.0
Isaiah Davis,377.0
Isaiah Likely,127.0
Isiah Pacheco,258.0
J'Mari Taylor,610.0
J. Michael Sturdivant,748.0
J.J. McCarthy,111.0
J.K. Dobbins,204.0
Ja'Corey Brooks,828.0
Ja'Kobi Lane,263.0
Ja'Lynn Polk,825.0
Ja'Marr Chase,5.0
Ja'Tavion Sanders,545.0
Jack Bech,340.0
Jack Endries,826.0
Jackson Hawes,843.0
Jacob Cowing,830.0
Jacoby Brissett,342.0
Jacory Croskey-Merritt,217.0
Jadarian Price,133.0
Jahan Dotson,321.0
Jahmyr Gibbs,8.0
Jake Bates,143.0
Jake Briningstool,846.0
Jake Elliott,222.0
Jake Ferguson,82.0
Jake Tonges,831.0
Jakobi Meyers,170.0
Jaleel McLaughlin,587.0
Jalen Coker,238.0
Jalen Hurts,21.0
Jalen McMillan,210.0
Jalen Milroe,452.0
Jalen Nailor,506.0
Jalen Royals,566.0
Jalen Tolbert,699.0
Jalen Walthall,790.0
Jalin Hyatt,791.0
Jalon Daniels,749.0
Jamal Haynes,761.0
Jamarion Miller,367.0
James Conner,323.0
James Cook,37.0
Jameson Williams,75.0
Jared Goff,74.0
Jaren Kanak,869.0
Jarquez Hunter,448.0
Jason Myers,408.0
Jason Sanders,514.0
Jauan Jennings,232.0
Javonte Williams,115.0
Jawhar Jordan,693.0
Jaxon Smith-Njigba,6.0
Jaxson Dart,34.0
Jayden Daniels,3.0
Jayden Higgins,124.0
Jayden Reed,188.0
Jaydn Ott,707.0
Jaydon Blue,362.0
Jaylen Waddle,72.0
Jaylen Warren,149.0
Jaylen Wright,361.0
Jaylin Lane,548.0
Jaylin Noel,278.0
Jeff Caldwell,621.0
Jeremiyah Love,19.0
Jeremy Ruckert,853.0
Jerome Ford,502.0
Jerry Jeudy,290.0
Jimmy Horn,659.0
Joe Burrow,10.0
Joe Fagnano,763.0
Joe Mixon,315.0
Joe Royer,842.0
John Metchie,769.0
John Michael Gyllenborg,850.0
Jonah Coleman,164.0
Jonathan Mingo,776.0
Jonathan Taylor,29.0
Jonathon Brooks,240.0
Jonnu Smith,716.0
Jordan Addison,121.0
Jordan Hudson,654.0
Jordan James,434.0
Jordan Love,41.0
Jordan Mason,205.0
Jordan Watkins,660.0
Jordan Whittington,650.0
Jordyn Tyson,77.0
Josh Allen,1.0
Josh Cameron,573.0
Josh Cuevas,861.0
Josh Downs,197.0
Josh Jacobs,61.0
Joshua Palmer,520.0
Justice Hill,483.0
Justin Fields,218.0
Justin Herbert,22.0
Justin Jefferson,17.0
Justin Joly,800.0
Juwan Johnson,167.0
K.J. Osborn,840.0
Ka'imi Fairbairn,159.0
