name,value
A.J. Brown,69.0
Aaron Anderson,493.0
Aaron Jones,254.0
Aaron Rodgers,448.0
Adam Randall,276.0
Adonai Mitchell,238.0
AJ Barner,258.0
Alec Pierce,124.0
Alvin Kamara,252.0
Amon-Ra St. Brown,13.0
Andrei Iosivas,418.0
Andres Borregales,408.0
Anthony Gould,549.0
Anthony Richardson,361.0
Antonio Gibson,417.0
Antonio Williams,297.0
Arian Smith,466.0
Ashton Jeanty,20.0
Audric Estime,421.0
Baker Mayfield,71.0
Barion Brown,429.0
Barry Kpeenu,480.0
Bauer Sharp,578.0
Behren Morton,514.0
Ben Sinnott,552.0
Bhayshul Tuten,137.0
Bijan Robinson,4.0
Blake Corum,169.0
Bo Nix,41.0
Braelon Allen,215.0
Brandon Aiyuk,242.0
Brandon Aubrey,107.0
Brandon McManus,346.0
Brashard Smith,304.0
Breece Hall,45.0
Brenen Thompson,344.0
Brenton Strange,146.0
Brian Robinson,303.0
Brian Thomas,90.0
Brock Bowers,12.0
Brock Purdy,33.0
Bryce Lance,279.0
Bryce Young,89.0
Bub Means,534.0
Bucky Irving,65.0
C.J. Stroud,54.0
Cade Klubnik,505.0
Cade Otton,267.0
Cade Stover,553.0
Cairo Santos,437.0
Caleb Douglas,473.0
Caleb Williams,14.0
Calvin Austin,328.0
Calvin Ridley,368.0
Cam Little,284.0
Cameron Dicker,173.0
Cameron Skattebo,94.0
Cameron Ward,84.0
Carnell Tate,66.0
Carson Beck,462.0
Caullin Lacy,516.0
Cedric Tillman,321.0
CeeDee Lamb,16.0
Charlie Kolar,520.0
Charlie Smyth,457.0
Chase Brown,60.0
Chase McLaughlin,205.0
Chase Roberts,527.0
Chigoziem Okonkwo,231.0
Chimere Dike,298.0
Chip Trayanum,474.0
Chris Bell,212.0
Chris Boswell,351.0
Chris Brazzell,224.0
Chris Godwin,172.0
Chris Hilton,517.0
Chris Olave,49.0
Chris Rodriguez,292.0
Christian Kirk,404.0
Christian McCaffrey,46.0
Christian Watson,110.0
Chuba Hubbard,164.0
CJ Daniels,433.0
CJ Dippre,565.0
CJ Donaldson,470.0
Colbie Young,518.0
Colby Parkinson,310.0
Cole Kmet,489.0
Cole Payton,478.0
Colston Loveland,30.0
Cooper Kupp,398.0
Courtland Sutton,130.0
Cyrus Allen,535.0
D'Andre Swift,138.0
D.J. Moore,134.0
D.K. Metcalf,118.0
Dae'Quan Wright,579.0
Dak Prescott,48.0
Dallas Goedert,154.0
Dallen Bentley,571.0
Dalton Kincaid,80.0
Dalton Schultz,216.0
Dan Villari,583.0
Daniel Bellinger,528.0
Daniel Jones,98.0
Darius Slayton,454.0
Darnell Mooney,339.0
Darnell Washington,450.0
Darren Waller,544.0
Davante Adams,122.0
David Montgomery,168.0
David Njoku,195.0
Davis Allen,557.0
Dawson Knox,547.0
De'Von Achane,21.0
De'Zhaun Stribling,407.0
Deebo Samuel,315.0
Deion Burks,289.0
Demarcus Robinson,508.0
Demario Douglas,359.0
Demond Claiborne,268.0
Denzel Boston,132.0
Derius Davis,524.0
Derrick Henry,100.0
Deshaun Watson,460.0
Desmond Reid,464.0
Devaughn Vele,343.0
Devin Culp,567.0
Devin Neal,306.0
Devin Singletary,382.0
Devin Voisin,532.0
DeVonta Smith,68.0
Devontez Walker,486.0
Diego Pavia,500.0
Dillon Gabriel,391.0
DJ Giddens,401.0
DJ Rogers,541.0
Dominic Lovett,546.0
Donaven McCulley,525.0
Dont'e Thornton,336.0
Dontayvion Wicks,326.0
Drake London,25.0
Drake Maye,2.0
Drew Allar,476.0
Dyami Brown,490.0
Dylan Sampson,232.0
Eli Heidenreich,423.0
Eli Raridon,574.0
Eli Stowers,113.0
Elic Ayomanor,273.0
Elijah Arroyo,256.0
Elijah Sarratt,214.0
Emanuel Wilson,329.0
Emari Demercado,422.0
Emeka Egbuka,40.0
Emmanuel Henderson,529.0
Emmett Johnson,166.0
Eric McAlister,446.0
Eric Rivers,494.0
Evan Engram,383.0
Evan McPherson,270.0
Fernando Mendoza,43.0
Garrett Nussmeier,380.0
Garrett Wilson,59.0
Geno Smith,302.0
George Kittle,115.0
George Pickens,37.0
Germie Bernard,230.0
Graham Gano,562.0
Greg Dortch,504.0
Greg Dulcich,509.0
Gunnar Helm,275.0
Harold Fannin,32.0
Harrison Butker,223.0
Harrison Mevis,488.0
Harrison Wallace,432.0
Haynes King,502.0
Hunter Henry,204.0
Isaac Guerendo,331.0
Isaac TeSlaa,277.0
Isaiah Bond,381.0
Isaiah Davis,319.0
Isaiah Likely,136.0
Isiah Pacheco,251.0
J'Mari Taylor,420.0
J. Michael Sturdivant,550.0
J.J. McCarthy,114.0
J.K. Dobbins,188.0
Ja'Corey Brooks,538.0
Ja'Kobi Lane,266.0
Ja'Lynn Polk,536.0
Ja'Marr Chase,5.0
Ja'Tavion Sanders,411.0
Jack Bech,316.0
Jack Endries,540.0
Jackson Hawes,555.0
Jacob Cowing,542.0
Jacoby Brissett,342.0
