name,value
2026 Early 1st,5770
2026 Early 2nd,3327
2026 Early 3rd,2372
2026 Early 4th,1786
2026 Late 1st,3942
2026 Late 2nd,2847
2026 Late 3rd,2105
2026 Late 4th,1522
2026 Mid 1st,4677
2026 Mid 2nd,2994
2026 Mid 3rd,2227
2026 Mid 4th,1661
2027 Early 1st,6847
2027 Early 2nd,3796
2027 Early 3rd,2530
2027 Early 4th,1854
2027 Late 1st,4821
2027 Late 2nd,3078
2027 Late 3rd,2257
2027 Late 4th,1662
2027 Mid 1st,5600
2027 Mid 2nd,3394
2027 Mid 3rd,2366
2027 Mid 4th,1780
2028 Early 1st,5025
2028 Early 2nd,3098
2028 Early 3rd,2167
2028 Early 4th,1641
2028 Late 1st,3944
2028 Late 2nd,2737
2028 Late 3rd,1955
2028 Late 4th,1275
2028 Mid 1st,4544
2028 Mid 2nd,2913
2028 Mid 3rd,2112
2028 Mid 4th,1555
A.J. Brown,4777
Aaron Jones,2122
Aaron Rodgers,1879
Adam Trautman,716
Adonai Mitchell,2727
Aidan O'Connell,990
Ainias Smith,847
AJ Barner,2872
AJ Dillon,798
Alec Pierce,4355
Alexander Mattison,828
Alvin Kamara,2110
Amon-Ra St. Brown,7748
Andrei Iosivas,1704
Anthony Richardson,2563
Antonio Gibson,770
Antonio Williams,1299
Arian Smith,1057
Ashton Jeanty,7442
Audric Estime,1640
Baker Mayfield,4737
Bam Knight,1425
Barion Brown,682
Ben Sinnott,1879
Bhayshul Tuten,3924
Bijan Robinson,9999
Blake Corum,3249
Bo Melton,1106
Bo Nix,6275
Braelon Allen,2754
Brandon Aiyuk,2555
Brashard Smith,2147
Breece Hall,5414
Brenden Rice,842
Brenton Strange,3061
Brevin Jordan,1041
Brian Robinson,2276
Brian Thomas,4911
Brock Bowers,7735
Brock Purdy,5966
Brock Wright,983
Bryce Young,4520
Bub Means,919
Bucky Irving,5028
C.J. Stroud,4871
Cade Klubnik,1017
Cade Otton,2453
Cade Stover,1488
Caleb Williams,7802
Calvin Austin,1653
Calvin Ridley,1864
Cam Akers,968
Cam Skattebo,4449
Cam Ward,5131
Carnell Tate,5196
Carson Wentz,794
Cedric Tillman,2127
CeeDee Lamb,7384
Charlie Kolar,1040
Chase Brown,4977
Chigoziem Okonkwo,2813
Chimere Dike,2700
Chris Bell,1995
Chris Brazzell,2173
Chris Brooks,1120
Chris Godwin,2906
Chris Olave,5725
Chris Rodriguez,2333
Christian Kirk,2084
Christian McCaffrey,5142
Christian Watson,3643
Chuba Hubbard,3401
CJ Daniels,901
Colby Parkinson,2156
Cole Kmet,2062
Colston Loveland,6054
Cooper Kupp,1848
Courtland Sutton,3147
Curtis Samuel,746
D'Andre Swift,3542
D.J. Moore,3894
Dak Prescott,5042
Dallas Goedert,2603
Dalton Kincaid,3337
Dalton Schultz,2304
Dameon Pierce,1134
Damien Martinez,1207
Daniel Bellinger,1563
Daniel Jones,4240
Darius Slayton,1582
Darnell Mooney,2127
Darnell Washington,1898
Darren Waller,1154
Davante Adams,3533
David Montgomery,3441
David Njoku,2627
Davis Allen,1065
Davis Mills,1611
Dawson Knox,1740
De'Von Achane,6814
DeAndre Hopkins,846
Deebo Samuel,2479
Deion Burks,934
Demarcus Robinson,926
Demario Douglas,2135
Demond Claiborne,1121
Denzel Boston,3390
Derius Davis,691
Derrick Henry,3816
Deshaun Watson,1413
Deuce Vaughn,961
Devaughn Vele,1743
Devin Neal,2273
Devin Singletary,1458
DeVonta Smith,4927
Devontez Walker,1417
Dillon Gabriel,1585
DJ Giddens,2128
DK Metcalf,3616
Donovan Edwards,1077
Dont'e Thornton,2152
Dontayvion Wicks,2429
Drake London,6905
Drake Maye,9392
Drew Lock,1035
Dyami Brown,1437
Dylan Sampson,2748
Efton Chism,1477
Eli Stowers,2660
Elic Ayomanor,2821
Elijah Arroyo,2510
Elijah Higgins,1229
Elijah Mitchell,963
Elijah Moore,1223
Elijah Sarratt,2461
Emanuel Wilson,2249
Emari Demercado,1216
Emeka Egbuka,6034
Emmett Johnson,2141
Erick All,1221
Evan Engram,1811
Fernando Mendoza,5610
Frank Gore,930
Gabriel Davis,1192
Gardner Minshew,1244
Garrett Nussmeier,2059
Garrett Wilson,5776
Geno Smith,2161
George Holani,1330
George Kittle,3276
George Pickens,5980
Germie Bernard,1763
Grant Calcaterra,897
Greg Dortch,1209
Greg Dulcich,1608
Gunnar Helm,2578
Harold Fannin,4924
Hassan Haskins,1016
Hunter Henry,2307
Hunter Long,681
Isaac Guerendo,1733
Isaac TeSlaa,2855
Isaiah Bond,2286
Isaiah Davis,1920
Isaiah Hodgins,1022
Isaiah Likely,3495
Isiah Pacheco,2352
Israel Abanikanda,959
J'Mari Taylor,987
J.J. McCarthy,2899
J.K. Dobbins,3048
Ja'Kobi Lane,1752
Ja'Lynn Polk,1622
Ja'Marr Chase,9960
Ja'Tavion Sanders,2134
Jack Bech,2430
Jack Endries,877
Jacob Cowing,1102
Jacoby Brissett,2774
Jacory Croskey-Merritt,2833
Jadarian Price,3091
Jahan Dotson,1826
Jahmyr Gibbs,9646
Jake Bobo,1185
Jake Browning,830
