name,value
2026 1st,2883
2026 2nd,1496
2026 3rd,989
2026 4th,739
2026 Pick 1.01,7073
2026 Pick 1.02,4816
2026 Pick 1.03,4164
2026 Pick 1.04,3785
2026 Pick 1.05,3451
2026 Pick 1.06,3042
2026 Pick 1.07,2724
2026 Pick 1.08,2540
2026 Pick 1.09,2458
2026 Pick 1.10,2312
2026 Pick 1.11,2205
2026 Pick 1.12,2110
2026 Pick 2.01,1899
2026 Pick 2.02,1795
2026 Pick 2.03,1707
2026 Pick 2.04,1660
2026 Pick 2.05,1597
2026 Pick 2.06,1534
2026 Pick 2.07,1459
2026 Pick 2.08,1434
2026 Pick 2.09,1397
2026 Pick 2.10,1357
2026 Pick 2.11,1355
2026 Pick 2.12,1330
2026 Pick 3.01,1186
2026 Pick 3.02,1148
2026 Pick 3.03,1141
2026 Pick 3.04,1064
2026 Pick 3.05,1033
2026 Pick 3.06,1003
2026 Pick 3.07,976
2026 Pick 3.08,949
2026 Pick 3.09,924
2026 Pick 3.10,900
2026 Pick 3.11,878
2026 Pick 3.12,856
2026 Pick 4.01,836
2026 Pick 4.02,816
2026 Pick 4.03,798
2026 Pick 4.04,780
2026 Pick 4.05,763
2026 Pick 4.06,747
2026 Pick 4.07,731
2026 Pick 4.08,716
2026 Pick 4.09,702
2026 Pick 4.10,688
2026 Pick 4.11,675
2026 Pick 4.12,662
2027 1st,3023
2027 2nd,1537
2027 3rd,1056
2027 4th,776
2028 1st,2194
2028 2nd,1337
2028 3rd,948
2028 4th,762
A.J. Brown,3395
Aaron Anderson,569
Aaron Jones,1133
Aaron Rodgers,828
Adam Randall,1183
Adonai Mitchell,1251
Aidan O'Connell,16
AJ Barner,1531
Alec Pierce,2311
Alvin Kamara,1124
Amon-Ra St. Brown,7501
Andrei Iosivas,145
Andy Dalton,70
Anthony Richardson,1267
Antonio Williams,1343
Ashton Jeanty,6896
Audric Estime,209
Baker Mayfield,3534
Bauer Sharp,105
Ben Sinnott,354
Bhayshul Tuten,2235
Bijan Robinson,10163
Blake Corum,1652
Bo Nix,5054
Braelon Allen,1290
Brandon Aiyuk,1518
Brashard Smith,503
Breece Hall,3925
Brenen Thompson,1135
Brenton Strange,1680
Brian Robinson,1271
Brian Thomas,3390
Brock Bowers,7401
Brock Purdy,4653
Bryce Young,2989
Bucky Irving,3595
C.J. Stroud,3315
Cade Klubnik,703
Cade Otton,1207
Caleb Williams,6867
Calvin Austin,182
Calvin Ridley,719
Cam Skattebo,2778
Cam Ward,3666
Carnell Tate,4296
Carson Beck,1280
Cedric Tillman,292
CeeDee Lamb,6795
Chase Brown,3763
Chig Okonkwo,1636
Chimere Dike,1155
Chris Bell,1630
Chris Brazzell,1586
Chris Godwin,1656
Chris Olave,4171
Chris Rodriguez,1302
Christian Kirk,515
Christian McCaffrey,3999
Christian Watson,1953
Chuba Hubbard,1822
CJ Daniels,994
CJ Donaldson,898
Colby Parkinson,652
Cole Kmet,422
Cole Payton,665
Colston Loveland,5116
Cooper Kupp,504
Courtland Sutton,1785
D'Andre Swift,2123
Dak Prescott,3964
Dallas Goedert,1498
Dalton Kincaid,1907
Dalton Schultz,987
Dameon Pierce,26
Dane Key,693
Daniel Jones,2710
Darius Slayton,101
Darnell Mooney,807
Darnell Washington,232
Darren Waller,116
Davante Adams,2137
David Montgomery,2107
David Njoku,1046
Davis Mills,243
Dawson Knox,197
De'Von Achane,6082
Dean Connors,325
Deebo Samuel,1099
Deion Burks,1089
DeMario Douglas,280
Demond Claiborne,1330
Denzel Boston,2614
Derrick Henry,2381
Deshaun Watson,1248
Desmond Reid,356
Devaughn Vele,318
Devin Neal,660
Devin Singletary,140
DeVonta Smith,3046
Devontez Walker,12
Dillon Gabriel,211
DJ Giddens,682
DJ Moore,2456
DK Metcalf,1941
Dont'e Thornton,536
Dontayvion Wicks,433
Drake London,5910
Drake Maye,8917
Drew Allar,952
Dyami Brown,72
Dylan Devezin,514
Dylan Sampson,1267
Efton Chism,87
Eli Stowers,2153
Elic Ayomanor,1009
Elijah Arroyo,813
Elijah Sarratt,1680
Emanuel Wilson,1147
Emari Demercado,164
Emeka Egbuka,4608
Emmett Johnson,1959
Eric McAlister,1063
Eric Rivers,411
Erick All,43
Evan Engram,526
Fernando Mendoza,4129
Gardner Minshew,273
Garrett Nussmeier,707
Garrett Wilson,4158
Geno Smith,1401
George Holani,112
George Kittle,2121
George Pickens,4745
Germie Bernard,1478
Greg Dulcich,280
Gunnar Helm,1411
Harold Fannin,3300
Hollywood Smothers,422
Hunter Henry,908
Isaac Guerendo,121
Isaac TeSlaa,1182
Isaiah Bond,755
Isaiah Davis,265
Isaiah Likely,2067
Isiah Pacheco,1320
J'Mari Taylor,1022
J.J. McCarthy,1746
J.K. Dobbins,1692
Ja'Kobi Lane,1392
Ja'Lynn Polk,211
Ja'Marr Chase,9644
Ja'Tavion Sanders,514
Jack Bech,965
Jack Endries,1081
Jacoby Brissett,1603
Jacory Croskey-Merritt,1404
Jadarian Price,2426
Jahan Dotson,256
Jahdae Walker,56
Jahmyr Gibbs,9582
Jake Browning,74
Jake Ferguson,1982
Jake Tonges,951
Jakobi Meyers,1646
Jalen Coker,1498
Jalen Hurts,5767
Jalen McMillan,1598
Jalen Milroe,619
Jalen Nailor,967
Jalen Royals,221
Jalen Tolbert,395
Jam Miller,494
Jameis Winston,298
James Conner,1131
James Cook,5085
Jameson Williams,2981
Jared Goff,3285
Jarquez Hunter,259
Jarrett Stidham,35
Jauan Jennings,1146
Javonte Williams,2970
Jaxon Smith-Njigba,9424
Jaxson Dart,5528
Jayden Daniels,7462
Jayden Higgins,1893
Jayden Reed,1675
Jaydon Blue,688
Jaylen Waddle,3271
Jaylen Warren,1677
Jaylen Wright,547
Jaylin Lane,232
Jaylin Noel,1008
Jeff Caldwell,472
Jeremiyah Love,6992
Jeremy McNichols,38
Jerome Ford,151
Jerry Jeudy,1304
Jimmy Horn,73
Joe Burrow,6905
Joe Fagnano,616
Joe Flacco,424
Joe Milton,307
Joe Mixon,472
John Metchie,216
John Michael Gyllenborg,359
Jonah Coleman,2530
Jonathan Taylor,4966
Jonathon Brooks,1541
Jonnu Smith,106
Jordan Addison,2317
Jordan James,811
Jordan Love,4076
Jordan Mason,1311
Jordyn Tyson,3587
Josh Allen,10473
Josh Cameron,661
Josh Cuevas,373
Josh Downs,1641
Josh Jacobs,3150
Joshua Palmer,54
Justice Hill,91
Justin Fields,1389
Justin Herbert,5826
Justin Jefferson,7225
Justin Joly,516
Juwan Johnson,1246
Kaleb Johnson,1252
Kareem Hunt,171
KaVontae Turpin,72
Kayshon Boutte,1145
Kaytron Allen,892
KC Concepcion,2649
KeAndre Lambert-Smith,114
Keaton Mitchell,1174
Keenan Allen,293
Kendre Miller,274
Kendrick Bourne,47
Kenneth Gainwell,1438
Kenneth Walker,4193
Kenny McIntosh,207
Kenny Pickett,102
Kenyon Sadiq,3166
Keon Coleman,1269
Kevin Coleman,651
Khalil Shakir,1515
Kimani Vidal,715
Kirk Cousins,1197
Konata Mumpfield,41
