name,value
Bijan Robinson,10200
Jahmyr Gibbs,10200
Josh Allen,10200
Ja'Marr Chase,10135
Jaxon Smith-Njigba,10022
Drake Maye,9962
Puka Nacua,9384
Lamar Jackson,8024
Brock Bowers,8012
Malik Nabers,7988
Jayden Daniels,7897
Trey McBride,7876
Justin Jefferson,7844
Amon-Ra St. Brown,7743
Caleb Williams,7722
Ashton Jeanty,7545
Joe Burrow,7399
CeeDee Lamb,7228
Justin Herbert,6586
Jeremiyah Love,6511
Patrick Mahomes,6431
De'Von Achane,6357
Omarion Hampton,6349
Drake London,6182
Jalen Hurts,6068
Jaxson Dart,5934
Colston Loveland,5535
Trevor Lawrence,5512
Tetairoa McMillan,5487
Bo Nix,5451
Jonathan Taylor,5370
James Cook,5282
Brock Purdy,5192
Tyler Warren,5018
George Pickens,4959
Emeka Egbuka,4906
Jordan Love,4594
Nico Collins,4547
Chris Olave,4471
Garrett Wilson,4458
Kenneth Walker,4413
Dak Prescott,4332
Christian McCaffrey,4267
TreVeyon Henderson,4252
Quinshon Judkins,4020
Breece Hall,3893
Carnell Tate,3810
Ladd McConkey,3798
Fernando Mendoza,3728
Cam Ward,3728
Rome Odunze,3601
Chase Brown,3546
Makai Lemon,3508
Rashee Rice,3499
Bucky Irving,3475
Luther Burden,3405
Saquon Barkley,3399
Harold Fannin,3385
Baker Mayfield,3372
Kenyon Sadiq,3361
Tucker Kraft,3342
Marvin Harrison,3315
C.J. Stroud,3235
Brian Thomas,3209
Sam LaPorta,3186
A.J. Brown,3185
Jared Goff,3147
Tee Higgins,3118
Zay Flowers,3071
Kyren Williams,3051
Jordyn Tyson,3016
DeVonta Smith,3010
Tyler Shough,2980
Jaylen Waddle,2970
Sam Darnold,2950
Travis Etienne,2946
Kyle Pitts,2944
Javonte Williams,2935
Bryce Young,2925
Cam Skattebo,2914
Josh Jacobs,2912
Jameson Williams,2885
Kyler Murray,2864
Malik Willis,2695
Daniel Jones,2586
DJ Moore,2584
Jadarian Price,2571
Oronde Gadsden,2516
Bhayshul Tuten,2504
Alec Pierce,2476
KC Concepcion,2431
Omar Cooper,2410
Derrick Henry,2405
RJ Harvey,2377
Jonah Coleman,2330
Travis Hunter,2283
Eli Stowers,2243
Jordan Addison,2202
Denzel Boston,2119
Parker Washington,2119
David Montgomery,2087
Matthew Stafford,2086
Isaiah Likely,2084
Michael Wilson,2066
Davante Adams,2064
Wan'Dale Robinson,2064
Matthew Golden,2039
Emmett Johnson,2018
Mike Evans,1997
Nicholas Singleton,1954
Ty Simpson,1940
Mike Washington,1925
D'Andre Swift,1904
Christian Watson,1904
DK Metcalf,1825
Terry McLaurin,1816
Zach Charbonnet,1803
Chuba Hubbard,1802
Romeo Doubs,1796
Elijah Sarratt,1795
George Kittle,1791
Chris Bell,1787
Dalton Kincaid,1769
Michael Pittman,1761
Jake Ferguson,1738
Tyler Allgeier,1718
Kyle Monangai,1704
Ricky Pearsall,1674
Jayden Higgins,1656
Michael Penix,1582
Chig Okonkwo,1573
Xavier Worthy,1565
Josh Downs,1529
Jonathon Brooks,1520
Brenton Strange,1517
J.J. McCarthy,1517
Courtland Sutton,1512
T.J. Hockenson,1505
Jayden Reed,1493
Rico Dowdle,1492
Zachariah Branch,1482
Quentin Johnston,1480
Jalen McMillan,1479
J.K. Dobbins,1475
Jakobi Meyers,1461
Jaylen Warren,1460
Tua Tagovailoa,1451
Blake Corum,1441
Rhamondre Stevenson,1415
Shedeur Sanders,1403
Gunnar Helm,1403
Chris Godwin,1402
Chris Brazzell,1399
Demond Claiborne,1396
AJ Barner,1395
Mason Taylor,1388
Mark Andrews,1377
Chris Rodriguez,1346
Jacoby Brissett,1337
Brian Robinson,1335
Germie Bernard,1332
Dallas Goedert,1331
Kirk Cousins,1326
Terrance Ferguson,1318
Tre' Harris,1316
Max Klare,1310
Braelon Allen,1308
Travis Kelce,1303
Kenneth Gainwell,1301
Malachi Fields,1292
Dylan Sampson,1278
Ja'Kobi Lane,1272
Jalen Coker,1265
Geno Smith,1242
Tank Bigsby,1240
Mac Jones,1227
Khalil Shakir,1227
Jordan Mason,1223
Brandon Aiyuk,1221
Juwan Johnson,1218
Jacory Croskey-Merritt,1209
Rachaad White,1207
Dontayvion Wicks,1205
Antonio Williams,1194
Kaytron Allen,1193
Tank Dell,1187
David Njoku,1182
Skyler Bell,1180
Justin Fields,1173
Woody Marks,1172
Jerry Jeudy,1166
Ted Hurst,1165
Tyreek Hill,1162
Deshaun Watson,1143
Kaleb Johnson,1142
Isaac TeSlaa,1135
Tony Pollard,1125
Cade Otton,1125
Keaton Mitchell,1109
Rashid Shaheed,1109
Jordan James,1107
Keon Coleman,1106
Trey Benson,1105
Pat Bryant,1103
Anthony Richardson,1096
Isiah Pacheco,1093
Jauan Jennings,1090
Elic Ayomanor,1086
Dalton Schultz,1078
Jaylin Noel,1071
Adonai Mitchell,1070
Ollie Gordon,1064
Tyrone Tracy,1063
Troy Franklin,1051
Pat Freiermuth,1042
Hunter Henry,1039
