canonicalName,sourceName,position,team,rank,total_ranked,projection
tetairoa mcmillan,Tetairoa McMillan,WR,CAR,44,396,
jadarian price,Jadarian Price,RB,SEA,45,396,
drake maye,Drake Maye,QB,NE,46,396,
trevor lawrence,Trevor Lawrence,QB,JAC,47,396,
davante adams,Davante Adams,WR,LAR,48,396,
treveyon henderson,TreVeyon Henderson,RB,NE,49,396,
quinshon judkins,Quinshon Judkins,RB,CLE,50,396,
michael evans,Mike Evans,WR,SF,51,396,
garrett wilson,Garrett Wilson,WR,NYJ,52,396,
jameson williams,Jameson Williams,WR,DET,53,396,
brock bowers,Brock Bowers,TE,LV,54,396,
ladd mcconkey,Ladd McConkey,WR,LAC,55,396,
rashee rice,Rashee Rice,WR,KC,56,396,
joe burrow,Joe Burrow,QB,CIN,57,396,
dj moore,DJ Moore,WR,BUF,58,396,
trey mcbride,Trey McBride,TE,ARI,59,396,
rhamondre stevenson,Rhamondre Stevenson,RB,NE,60,396,
aj brown,A.J. Brown,WR,NE,61,396,
terry mclaurin,Terry McLaurin,WR,WAS,62,396,
luther burden,Luther Burden III,WR,CHI,63,396,
brock purdy,Brock Purdy,QB,SF,64,396,
rome odunze,Rome Odunze,WR,CHI,65,396,
blake corum,Blake Corum,RB,LAR,66,396,
dak prescott,Dak Prescott,QB,DAL,67,396,
jaylen warren,Jaylen Warren,RB,PIT,68,396,
chuba hubbard,Chuba Hubbard,RB,CAR,69,396,
dk metcalf,DK Metcalf,WR,PIT,70,396,
jalen coker,Jalen Coker,WR,CAR,71,396,
chris godwin,Chris Godwin Jr.,WR,TB,72,396,
patrick mahomes,Patrick Mahomes II,QB,KC,73,396,
deebo samuel,Deebo Samuel Sr.,WR,SF,74,396,
matthew golden,Matthew Golden,WR,GB,75,396,
stefon diggs,Stefon Diggs,WR,WAS,76,396,
courtland sutton,Courtland Sutton,WR,DEN,77,396,
dalton kincaid,Dalton Kincaid,TE,BUF,78,396,
caleb williams,Caleb Williams,QB,CHI,79,396,
josh downs,Josh Downs,WR,IND,80,396,
carnell tate,Carnell Tate,WR,TEN,81,396,
rico dowdle,Rico Dowdle,RB,PIT,82,396,
jared goff,Jared Goff,QB,DET,83,396,
brian thomas,Brian Thomas Jr.,WR,JAC,84,396,
justin herbert,Justin Herbert,QB,LAC,85,396,
jacory croskey merritt,Jacory Croskey-Merritt,RB,WAS,86,396,
quentin johnston,Quentin Johnston,WR,LAC,87,396,
colston loveland,Colston Loveland,TE,CHI,88,396,
tyler warren,Tyler Warren,TE,IND,89,396,
kc concepcion,KC Concepcion Jr.,WR,CLE,90,396,
tucker kraft,Tucker Kraft,TE,GB,91,396,
denzel boston,Denzel Boston,WR,CLE,92,396,
romeo doubs,Romeo Doubs,WR,NE,93,396,
jk dobbins,J.K. Dobbins,RB,DEN,94,396,
aaron jones,Aaron Jones Sr.,RB,MIN,95,396,
kyle monangai,Kyle Monangai,RB,CHI,96,396,
jordan addison,Jordan Addison,WR,MIN,97,396,
makai lemon,Makai Lemon,WR,PHI,98,396,
michael wilson,Michael Wilson,WR,ARI,99,396,
josh jacobs,Josh Jacobs,RB,GB,100,396,
sam laporta,Sam LaPorta,TE,DET,101,396,
alec pierce,Alec Pierce,WR,IND,102,396,
jordan love,Jordan Love,QB,GB,103,396,
tyler shough,Tyler Shough,QB,NO,104,396,
jakobi meyers,Jakobi Meyers,WR,JAC,105,396,
matthew stafford,Matthew Stafford,QB,LAR,106,396,
george kittle,George Kittle,TE,SF,107,396,
jonathon brooks,Jonathon Brooks,RB,CAR,108,396,
marvin harrison,Marvin Harrison Jr.,WR,ARI,109,396,
marshawn lloyd,MarShawn Lloyd,RB,GB,110,396,
tony pollard,Tony Pollard,RB,TEN,111,396,
xavier worthy,Xavier Worthy,WR,KC,112,396,
bo nix,Bo Nix,QB,DEN,113,396,
adonai mitchell,Adonai Mitchell,WR,NYJ,114,396,
rachaad white,Rachaad White,RB,WAS,115,396,
wandale robinson,Wan'Dale Robinson,WR,TEN,116,396,
malik willis,Malik Willis,QB,MIA,117,396,
bryce young,Bryce Young,QB,CAR,118,396,
khalil shakir,Khalil Shakir,WR,BUF,119,396,
dontayvion wicks,Dontayvion Wicks,WR,PHI,120,396,
jordan mason,Jordan Mason,RB,MIN,121,396,
jonah coleman,Jonah Coleman,RB,DEN,122,396,
michael pittman,Michael Pittman Jr.,WR,PIT,123,396,
kaelon black,Kaelon Black,RB,SF,124,396,
isaiah likely,Isaiah Likely,TE,NYG,125,396,
travis kelce,Travis Kelce,TE,KC,126,396,
rj harvey,RJ Harvey,RB,DEN,127,396,
kyler murray,Kyler Murray,QB,MIN,128,396,
harold fannin,Harold Fannin Jr.,TE,CLE,129,396,
baker mayfield,Baker Mayfield,QB,TB,130,396,
kenny gainwell,Kenny Gainwell,RB,TB,131,396,
jordyn tyson,Jordyn Tyson,WR,NO,132,396,
tyler allgeier,Tyler Allgeier,RB,ARI,133,396,
kayshon boutte,Kayshon Boutte,WR,HOU,134,396,
rashid shaheed,Rashid Shaheed,WR,SEA,135,396,
kyle pitts,Kyle Pitts Sr.,TE,ATL,136,396,
mike washington,Mike Washington Jr.,RB,LV,137,396,
cj stroud,C.J. Stroud,QB,HOU,138,396,
tre tucker,Tre Tucker,WR,LV,139,396,
rashod bateman,Rashod Bateman,WR,BAL,140,396,
tank bigsby,Tank Bigsby,RB,PHI,141,396,
juwan johnson,Juwan Johnson,TE,NO,142,396,
mark andrews,Mark Andrews,TE,BAL,143,396,
caleb douglas,Caleb Douglas,WR,MIA,144,396,
dallas goedert,Dallas Goedert,TE,PHI,145,396,
daniel jones,Daniel Jones,QB,IND,146,396,
chris rodriguez,Chris Rodriguez Jr.,RB,JAC,147,396,
jayden daniels,Jayden Daniels,QB,WAS,148,396,
dalton schultz,Dalton Schultz,TE,HOU,150,396,
emmett johnson,Emmett Johnson,RB,KC,151,396,
tre harris,Tre' Harris,WR,LAC,152,396,
woody marks,Woody Marks,RB,HOU,153,396,
brenton strange,Brenton Strange,TE,JAC,154,396,
hunter henry,Hunter Henry,TE,NE,155,396,
terrance ferguson,Terrance Ferguson,TE,LAR,157,396,
keenan allen,Keenan Allen,WR,IND,158,396,
devaughn vele,Devaughn Vele,WR,NO,159,396,
jake ferguson,Jake Ferguson,TE,DAL,160,396,
keaton mitchell,Keaton Mitchell,RB,LAC,161,396,
pat bryant,Pat Bryant,WR,DEN,162,396,
zach charbonnet,Zach Charbonnet,RB,SEA,165,396,
dezhaun stribling,De'Zhaun Stribling,WR,SF,167,396,
oronde gadsden,Oronde Gadsden II,TE,LAC,168,396,
kenyon sadiq,Kenyon Sadiq,TE,NYJ,169,396,
brian robinson,Brian Robinson Jr.,RB,ATL,170,396,
malachi fields,Malachi Fields,WR,NYG,171,396,
aj barner,AJ Barner,TE,SEA,172,396,
jayden reed,Jayden Reed,WR,GB,173,396,
chigoziem okonkwo,Chig Okonkwo,TE,WAS,174,396,
tj hockenson,T.J. Hockenson,TE,MIN,175,396,
greg dulcich,Greg Dulcich,TE,MIA,176,396,
sam darnold,Sam Darnold,QB,SEA,177,396,
brandon aubrey,Brandon Aubrey,K,DAL,178,396,
geno smith,Geno Smith,QB,NYJ,179,396,
alvin kamara,Alvin Kamara,RB,NO,182,396,
tyjae spears,Tyjae Spears,RB,TEN,184,396,
braelon allen,Braelon Allen,RB,NYJ,185,396,
antonio williams,Antonio Williams,WR,WAS,186,396,
kaimi fairbairn,Ka'imi Fairbairn,K,HOU,187,396,
jalen nailor,Jalen Nailor,WR,LV,188,396,
darren waller,Darren Waller,TE,CAR,191,396,
chris bell,Chris Bell,WR,MIA,192,396,
cam little,Cam Little,K,JAC,193,396,
jakobi lane,Ja'Kobi Lane,WR,BAL,194,396,
cade otton,Cade Otton,TE,TB,195,396,
malik washington,Malik Washington,WR,MIA,196,396,
ted hurst,Ted Hurst III,WR,TB,198,396,
jason myers,Jason Myers,K,SEA,199,396,
pat freiermuth,Pat Freiermuth,TE,PIT,200,396,
eddy pineiro,Eddy Pineiro,K,SF,201,396,
cam ward,Cam Ward,QB,TEN,202,396,
cameron dicker,Cameron Dicker,K,LAC,203,396,
gunnar helm,Gunnar Helm,TE,TEN,204,396,
jalen mcmillan,Jalen McMillan,WR,TB,205,396,
kaleb johnson,Kaleb Johnson,RB,GB,206,396,
evan mcpherson,Evan McPherson,K,CIN,207,396,
jaylin noel,Jaylin Noel,WR,HOU,208,396,
charlie kolar,Charlie Kolar,TE,LAC,209,396,
najee harris,Najee Harris,RB,NYG,210,396,
jerry jeudy,Jerry Jeudy,WR,CLE,211,396,
jauan jennings,Jauan Jennings,WR,MIN,212,396,
calvin ridley,Calvin Ridley,WR,TEN,213,396,
cooper kupp,Cooper Kupp,WR,SEA,214,396,
tyler loop,Tyler Loop,K,BAL,215,396,
cairo santos,Cairo Santos,K,CHI,216,396,
kimani vidal,Kimani Vidal,RB,LAC,217,396,
chase mclaughlin,Chase McLaughlin,K,TB,218,396,
mike gesicki,Mike Gesicki,TE,CIN,219,396,
ryan flournoy,Ryan Flournoy,WR,DAL,220,396,
evan engram,Evan Engram,TE,DEN,221,396,
ray davis,Ray Davis,RB,BUF,223,396,
omar cooper,Omar Cooper Jr.,WR,NYJ,224,396,
harrison mevis,Harrison Mevis,K,LAR,225,396,
emanuel wilson,Emanuel Wilson,RB,SEA,226,396,
aaron rodgers,Aaron Rodgers,QB,PIT,227,396,
isaac teslaa,Isaac TeSlaa,WR,DET,229,396,
tyquan thornton,Tyquan Thornton,WR,KC,230,396,
bryce lance,Bryce Lance,WR,NO,231,396,
jake bates,Jake Bates,K,DET,232,396,
germie bernard,Germie Bernard,WR,PIT,233,396,
harrison butker,Harrison Butker,K,KC,235,396,
kalif raymond,Kalif Raymond,WR,CHI,236,396,
travis hunter,Travis Hunter,WR,JAC,237,396,
keon coleman,Keon Coleman,WR,BUF,238,396,
colby parkinson,Colby Parkinson,TE,LAR,239,396,
darnell mooney,Darnell Mooney,WR,NYG,240,396,
david njoku,David Njoku,TE,LAC,241,396,
cyrus allen,Cyrus Allen,WR,KC,242,396,
kaytron allen,Kaytron Allen,RB,WAS,245,396,
tyrone tracy,Tyrone Tracy Jr.,RB,NYG,246,396,
mack hollins,Mack Hollins,WR,NE,247,396,
demario douglas,DeMario Douglas,WR,NE,248,396,
zachariah branch,Zachariah Branch,WR,ATL,249,396,
kyle williams,Kyle Williams,WR,NE,250,396,
samaje perine,Samaje Perine,RB,CIN,252,396,
jacoby brissett,Jacoby Brissett,QB,ARI,253,396,
jaylen wright,Jaylen Wright,RB,MIA,255,396,
sean tucker,Sean Tucker,RB,TB,256,396,
andy borregales,Andy Borregales,K,NE,257,396,
george holani,George Holani,RB,SEA,258,396,
tyler bass,Tyler Bass,K,BUF,259,396,
kendrick bourne,Kendrick Bourne,WR,ARI,260,396,
chris brooks,Chris Brooks,RB,GB,261,396,
dylan sampson,Dylan Sampson,RB,CLE,262,396,
elic ayomanor,Elic Ayomanor,WR,TEN,263,396,
michael penix,Michael Penix Jr.,QB,ATL,264,396,
chris boswell,Chris Boswell,K,PIT,265,396,
nicholas singleton,Nicholas Singleton,RB,TEN,266,396,
seth mcgowan,Seth McGowan,RB,IND,267,396,
troy franklin,Troy Franklin,WR,DEN,268,396,
kirk cousins,Kirk Cousins,QB,LV,269,396,
jack bech,Jack Bech,WR,LV,270,396,
elijah sarratt,Elijah Sarratt,WR,BAL,271,396,
fernando mendoza,Fernando Mendoza,QB,LV,272,396,
kendre miller,Kendre Miller,RB,NO,273,396,
demond claiborne,Demond Claiborne,RB,MIN,274,396,
will reichard,Will Reichard,K,MIN,275,396,
michael mayer,Michael Mayer,TE,LV,276,396,
justice hill,Justice Hill,RB,BAL,278,396,
chimere dike,Chimere Dike,WR,TEN,279,396,
kevin coleman,Kevin Coleman Jr.,WR,MIA,280,396,
jordan james,Jordan James,RB,SF,281,396,
andrei iosivas,Andrei Iosivas,WR,CIN,282,396,
wil lutz,Wil Lutz,K,DEN,283,396,
emari demercado,Emari Demercado,RB,DAL,284,396,
marvin mims,Marvin Mims Jr.,WR,DEN,285,396,
trey smack,Trey Smack,K,GB,286,396,
roman wilson,Roman Wilson,WR,PIT,288,396,
eli raridon,Eli Raridon,TE,NE,289,396,
jahan dotson,Jahan Dotson,WR,ATL,290,396,
raheim sanders,Raheim Sanders,RB,CLE,291,396,
skyler bell,Skyler Bell,WR,BUF,292,396,
christian kirk,Christian Kirk,WR,SF,294,396,
xavier legette,Xavier Legette,WR,CAR,295,396,
isaiah davis,Isaiah Davis,RB,NYJ,296,396,
marcus mariota,Marcus Mariota,QB,WAS,297,396,
devin singletary,Devin Singletary,RB,NYG,298,396,
james conner,James Conner,RB,ARI,299,396,
deshaun watson,Deshaun Watson,QB,CLE,300,396,
mason taylor,Mason Taylor,TE,NYJ,301,396,
theo johnson,Theo Johnson,TE,NYG,302,396,
ollie gordon,Ollie Gordon II,RB,MIA,303,396,
shedeur sanders,Shedeur Sanders,QB,CLE,304,396,
joshua palmer,Joshua Palmer,WR,BUF,305,396,
elijah arroyo,Elijah Arroyo,TE,SEA,306,396,
tyler higbee,Tyler Higbee,TE,LAR,307,396,
erick all,Erick All Jr.,TE,CIN,308,396,
eli stowers,Eli Stowers,TE,PHI,309,396,
will shipley,Will Shipley,RB,PHI,311,396,
dj giddens,DJ Giddens,RB,IND,312,396,
darnell washington,Darnell Washington,TE,PIT,313,396,
jarquez hunter,Jarquez Hunter,RB,MIA,314,396,
ty johnson,Ty Johnson,RB,BUF,315,396,
jameis winston,Jameis Winston,QB,NYG,317,396,
adam randall,Adam Randall,RB,BAL,319,396,
sione vaki,Sione Vaki,RB,DET,321,396,
tua tagovailoa,Tua Tagovailoa,QB,ATL,322,396,
daniel carlson,Daniel Carlson,K,NO,323,396,
konata mumpfield,Konata Mumpfield,WR,LAR,324,396,
devin neal,Devin Neal,RB,FA,325,396,
lequint allen,LeQuint Allen Jr.,RB,JAC,326,396,
carson wentz,Carson Wentz,QB,MIN,327,396,
brenen thompson,Brenen Thompson,WR,LAC,328,396,
isiah pacheco,Isiah Pacheco,RB,DET,329,396,
xavier hutchinson,Xavier Hutchinson,WR,HOU,330,396,
cole kmet,Cole Kmet,TE,CHI,331,396,
noah fant,Noah Fant,TE,NO,332,396,
trevor etienne,Trevor Etienne,RB,CAR,333,396,
dawson knox,Dawson Knox,TE,BUF,334,396,
darius slayton,Darius Slayton,WR,IND,335,396,
tyson bagent,Tyson Bagent,QB,CHI,336,396,
tank dell,Tank Dell,WR,HOU,337,396,
marquise brown,Hollywood Brown,WR,PHI,338,396,
eli heidenreich,Eli Heidenreich,RB,PIT,339,396,
jawhar jordan,Jawhar Jordan,RB,HOU,340,396,
jaydon blue,Jaydon Blue,RB,PHI,341,396,
brashard smith,Brashard Smith,RB,KC,342,396,
Zonovan Knight,Bam Knight,RB,ARI,343,396,
audric estime,Audric Estime,RB,FA,344,396,
barion brown,Barion Brown,WR,NO,345,396,
jacob saylors,Jacob Saylors,RB,DET,346,396,
ben sinnott,Ben Sinnott,TE,WAS,348,396,
jalen tolbert,Jalen Tolbert,WR,MIA,349,396,
jonnu smith,Jonnu Smith,TE,GB,350,396,
roman hemby,Roman Hemby,RB,LV,351,396,
mitchell evans,Mitchell Evans,TE,CAR,352,396,
mac jones,Mac Jones,QB,SF,353,396,
colbie young,Colbie Young,WR,CIN,354,396,
carson beck,Carson Beck,QB,ARI,355,396,
malik benson,Malik Benson,WR,LV,356,396,
tory horton,Tory Horton,WR,SEA,357,396,
jake tonges,Jake Tonges,TE,SF,358,396,
matt hibner,Matt Hibner,TE,BAL,359,396,
joe flacco,Joe Flacco,QB,CIN,360,396,
tutu atwell,Tutu Atwell,WR,LAR,361,396,
justin fields,Justin Fields,QB,KC,362,396,
marlin klein,Marlin Klein,TE,HOU,363,396,
noah gray,Noah Gray,TE,KC,364,396,
zavion thomas,Zavion Thomas,WR,CHI,365,396,
cj daniels,CJ Daniels,WR,LAR,366,396,
tez johnson,Tez Johnson,WR,TB,367,396,
tahj brooks,Tahj Brooks,RB,CIN,368,396,
roschon johnson,Roschon Johnson,RB,CHI,369,396,
trey benson,Trey Benson,RB,ARI,370,396,
oscar delp,Oscar Delp,TE,NO,371,396,
isaiah bond,Isaiah Bond,WR,CLE,372,396,
tommy tremble,Tommy Tremble,TE,CAR,373,396,
kareem hunt,Kareem Hunt,RB,FA,374,396,
donte thornton,Dont'e Thornton Jr.,WR,LV,375,396,
cedric tillman,Cedric Tillman,WR,NO,376,396,
savion williams,Savion Williams,WR,GB,377,396,
olamide zaccheaus,Olamide Zaccheaus,WR,ATL,378,396,
brandon aiyuk,Brandon Aiyuk,WR,SF,379,396,
nate boerkircher,Nate Boerkircher,TE,JAC,380,396,
jake elliott,Jake Elliott,K,PHI,381,396,
deion burks,Deion Burks,WR,IND,382,396,
jatavion sanders,Ja'Tavion Sanders,TE,CAR,383,396,
jj mccarthy,J.J. McCarthy,QB,MIN,384,396,
tyreek hill,Tyreek Hill,WR,FA,385,396,
justin joly,Justin Joly,TE,MIA,386,396,
sam roush,Sam Roush,TE,CHI,387,396,
odell beckham,Odell Beckham Jr.,WR,NYG,388,396,
jared wiley,Jared Wiley,TE,KC,389,396,
treylon burks,Treylon Burks,WR,WAS,390,396,
daniel bellinger,Daniel Bellinger,TE,TEN,391,396,
jaleel mclaughlin,Jaleel McLaughlin,RB,CLE,393,396,
jmari taylor,J'Mari Taylor,RB,JAC,394,396,
phil mafah,Phil Mafah,RB,NYG,395,396,
cade klubnik,Cade Klubnik,QB,NYJ,396,396,
