canonicalName,sourceName,position,team,rank,total_ranked,projection
jayden higgins,Jayden Higgins,WR,HOU,105,352,
xavier worthy,Xavier Worthy,WR,KC,106,352,
jalen coker,Jalen Coker,WR,CAR,107,352,
josh jacobs,Josh Jacobs,RB,GB,108,352,
george kittle,George Kittle,TE,SF,109,352,
matthew golden,Matthew Golden,WR,GB,110,352,
michael evans,Mike Evans,WR,SF,111,352,
wandale robinson,Wan'Dale Robinson,WR,TEN,112,352,
chuba hubbard,Chuba Hubbard,RB,CAR,113,352,
courtland sutton,Courtland Sutton,WR,DEN,114,352,
michael pittman,Michael Pittman Jr.,WR,PIT,115,352,
quentin johnston,Quentin Johnston,WR,LAC,116,352,
eli stowers,Eli Stowers,TE,PHI,117,352,
david montgomery,David Montgomery,RB,HOU,118,352,
dallas goedert,Dallas Goedert,TE,PHI,119,352,
chris godwin,Chris Godwin Jr.,WR,TB,120,352,
omar cooper,Omar Cooper Jr.,WR,NYJ,121,352,
brenton strange,Brenton Strange,TE,JAC,122,352,
michael penix,Michael Penix Jr.,QB,ATL,123,352,
jayden reed,Jayden Reed,WR,GB,124,352,
khalil shakir,Khalil Shakir,WR,BUF,125,352,
kyle monangai,Kyle Monangai,RB,CHI,126,352,
terrance ferguson,Terrance Ferguson,TE,LAR,127,352,
jake ferguson,Jake Ferguson,TE,DAL,128,352,
jakobi meyers,Jakobi Meyers,WR,JAC,129,352,
mark andrews,Mark Andrews,TE,BAL,130,352,
dezhaun stribling,De'Zhaun Stribling,WR,SF,131,352,
blake corum,Blake Corum,RB,LAR,132,352,
jonah coleman,Jonah Coleman,RB,DEN,133,352,
rj harvey,RJ Harvey,RB,DEN,134,352,
antonio williams,Antonio Williams,WR,WAS,135,352,
travis kelce,Travis Kelce,TE,KC,136,352,
rhamondre stevenson,Rhamondre Stevenson,RB,NE,137,352,
oronde gadsden,Oronde Gadsden II,TE,LAC,138,352,
tony pollard,Tony Pollard,RB,TEN,139,352,
juwan johnson,Juwan Johnson,TE,NO,140,352,
rico dowdle,Rico Dowdle,RB,PIT,141,352,
ty simpson,Ty Simpson,QB,LAR,142,352,
jalen mcmillan,Jalen McMillan,WR,TB,143,352,
chris bell,Chris Bell,WR,MIA,144,352,
ricky pearsall,Ricky Pearsall,WR,SF,145,352,
chigoziem okonkwo,Chig Okonkwo,TE,WAS,146,352,
travis hunter,Travis Hunter,WR,JAC,147,352,
zach charbonnet,Zach Charbonnet,RB,SEA,148,352,
woody marks,Woody Marks,RB,HOU,149,352,
jacory croskey merritt,Jacory Croskey-Merritt,RB,WAS,150,352,
kenny gainwell,Kenny Gainwell,RB,TB,151,352,
romeo doubs,Romeo Doubs,WR,NE,152,352,
jonathon brooks,Jonathon Brooks,RB,CAR,153,352,
tj hockenson,T.J. Hockenson,TE,MIN,154,352,
jk dobbins,J.K. Dobbins,RB,DEN,155,352,
jordan mason,Jordan Mason,RB,MIN,156,352,
rachaad white,Rachaad White,RB,WAS,157,352,
tyler allgeier,Tyler Allgeier,RB,ARI,158,352,
hunter henry,Hunter Henry,TE,NE,159,352,
geno smith,Geno Smith,QB,NYJ,160,352,
emmett johnson,Emmett Johnson,RB,KC,161,352,
max klare,Max Klare,TE,LAR,162,352,
tyrone tracy,Tyrone Tracy Jr.,RB,NYG,163,352,
aj barner,AJ Barner,TE,SEA,164,352,
deebo samuel,Deebo Samuel Sr.,WR,SF,165,352,
aaron jones,Aaron Jones Sr.,RB,MIN,166,352,
shedeur sanders,Shedeur Sanders,QB,CLE,167,352,
rashid shaheed,Rashid Shaheed,WR,SEA,168,352,
tua tagovailoa,Tua Tagovailoa,QB,ATL,169,352,
dalton schultz,Dalton Schultz,TE,HOU,170,352,
tyjae spears,Tyjae Spears,RB,TEN,171,352,
tre harris,Tre' Harris,WR,LAC,172,352,
adonai mitchell,Adonai Mitchell,WR,NYJ,173,352,
chris rodriguez,Chris Rodriguez Jr.,RB,JAC,174,352,
jaylin noel,Jaylin Noel,WR,HOU,175,352,
jerry jeudy,Jerry Jeudy,WR,CLE,176,352,
troy franklin,Troy Franklin,WR,DEN,177,352,
gunnar helm,Gunnar Helm,TE,TEN,178,352,
tank bigsby,Tank Bigsby,RB,PHI,179,352,
dylan sampson,Dylan Sampson,RB,CLE,180,352,
jacoby brissett,Jacoby Brissett,QB,ARI,181,352,
nicholas singleton,Nicholas Singleton,RB,TEN,182,352,
jakobi lane,Ja'Kobi Lane,WR,BAL,183,352,
alvin kamara,Alvin Kamara,RB,NO,184,352,
david njoku,David Njoku,TE,LAC,185,352,
caleb douglas,Caleb Douglas,WR,MIA,186,352,
dontayvion wicks,Dontayvion Wicks,WR,PHI,187,352,
brian robinson,Brian Robinson Jr.,RB,ATL,188,352,
pat bryant,Pat Bryant,WR,DEN,189,352,
kayshon boutte,Kayshon Boutte,WR,HOU,190,352,
stefon diggs,Stefon Diggs,WR,WAS,191,352,
keaton mitchell,Keaton Mitchell,RB,LAC,192,352,
aaron rodgers,Aaron Rodgers,QB,PIT,193,352,
calvin ridley,Calvin Ridley,WR,TEN,194,352,
isiah pacheco,Isiah Pacheco,RB,DET,195,352,
eli raridon,Eli Raridon,TE,NE,196,352,
cade otton,Cade Otton,TE,TB,197,352,
mike washington,Mike Washington Jr.,RB,LV,198,352,
rashod bateman,Rashod Bateman,WR,BAL,199,352,
isaac teslaa,Isaac TeSlaa,WR,DET,200,352,
braelon allen,Braelon Allen,RB,NYJ,201,352,
tre tucker,Tre Tucker,WR,LV,202,352,
oscar delp,Oscar Delp,TE,NO,203,352,
ryan flournoy,Ryan Flournoy,WR,DAL,204,352,
darnell mooney,Darnell Mooney,WR,NYG,205,352,
kaleb johnson,Kaleb Johnson,RB,GB,206,352,
jauan jennings,Jauan Jennings,WR,MIN,207,352,
elic ayomanor,Elic Ayomanor,WR,TEN,208,352,
deshaun watson,Deshaun Watson,QB,CLE,209,352,
ted hurst,Ted Hurst III,WR,TB,210,352,
germie bernard,Germie Bernard,WR,PIT,211,352,
brandon aiyuk,Brandon Aiyuk,WR,SF,212,352,
mason taylor,Mason Taylor,TE,NYJ,213,352,
pat freiermuth,Pat Freiermuth,TE,PIT,214,352,
jack bech,Jack Bech,WR,LV,215,352,
chimere dike,Chimere Dike,WR,TEN,216,352,
chris brazzell,Chris Brazzell II,WR,CAR,217,352,
kyle williams,Kyle Williams,WR,NE,218,352,
tory horton,Tory Horton,WR,SEA,219,352,
keon coleman,Keon Coleman,WR,BUF,220,352,
tank dell,Tank Dell,WR,HOU,221,352,
james conner,James Conner,RB,ARI,222,352,
jj mccarthy,J.J. McCarthy,QB,MIN,223,352,
kirk cousins,Kirk Cousins,QB,LV,224,352,
marshawn lloyd,MarShawn Lloyd,RB,GB,225,352,
kimani vidal,Kimani Vidal,RB,LAC,226,352,
devaughn vele,Devaughn Vele,WR,NO,227,352,
malik washington,Malik Washington,WR,MIA,228,352,
kaytron allen,Kaytron Allen,RB,WAS,229,352,
elijah arroyo,Elijah Arroyo,TE,SEA,230,352,
malachi fields,Malachi Fields,WR,NYG,231,352,
christian kirk,Christian Kirk,WR,SF,232,352,
marvin mims,Marvin Mims Jr.,WR,DEN,233,352,
jalen nailor,Jalen Nailor,WR,LV,234,352,
jaylen wright,Jaylen Wright,RB,MIA,235,352,
greg dulcich,Greg Dulcich,TE,MIA,236,352,
cooper kupp,Cooper Kupp,WR,SEA,237,352,
theo johnson,Theo Johnson,TE,NYG,238,352,
zachariah branch,Zachariah Branch,WR,ATL,239,352,
bryce lance,Bryce Lance,WR,NO,240,352,
cyrus allen,Cyrus Allen,WR,KC,241,352,
xavier legette,Xavier Legette,WR,CAR,242,352,
elijah sarratt,Elijah Sarratt,WR,BAL,243,352,
kaelon black,Kaelon Black,RB,SF,244,352,
trey benson,Trey Benson,RB,ARI,245,352,
evan engram,Evan Engram,TE,DEN,246,352,
carson beck,Carson Beck,QB,ARI,247,352,
colby parkinson,Colby Parkinson,TE,LAR,248,352,
marquise brown,Hollywood Brown,WR,PHI,249,352,
darius slayton,Darius Slayton,WR,IND,250,352,
isaiah bond,Isaiah Bond,WR,CLE,251,352,
ollie gordon,Ollie Gordon II,RB,MIA,252,352,
matt hibner,Matt Hibner,TE,BAL,253,352,
emanuel wilson,Emanuel Wilson,RB,SEA,254,352,
skyler bell,Skyler Bell,WR,BUF,255,352,
ben sinnott,Ben Sinnott,TE,WAS,256,352,
kevin coleman,Kevin Coleman Jr.,WR,MIA,257,352,
tyreek hill,Tyreek Hill,WR,FA,258,352,
joshua palmer,Joshua Palmer,WR,BUF,259,352,
michael mayer,Michael Mayer,TE,LV,260,352,
keenan allen,Keenan Allen,WR,IND,261,352,
seth mcgowan,Seth McGowan,RB,IND,262,352,
demond claiborne,Demond Claiborne,RB,MIN,263,352,
chris brooks,Chris Brooks,RB,GB,264,352,
ray davis,Ray Davis,RB,BUF,265,352,
tez johnson,Tez Johnson,WR,TB,266,352,
calvin austin,Calvin Austin III,WR,NYG,267,352,
cedric tillman,Cedric Tillman,WR,NO,268,352,
tyquan thornton,Tyquan Thornton,WR,KC,269,352,
demario douglas,DeMario Douglas,WR,NE,270,352,
darnell washington,Darnell Washington,TE,PIT,271,352,
jalen royals,Jalen Royals,WR,KC,272,352,
devin neal,Devin Neal,RB,FA,273,352,
sean tucker,Sean Tucker,RB,TB,274,352,
jaydon blue,Jaydon Blue,RB,PHI,275,352,
cole kmet,Cole Kmet,TE,CHI,276,352,
jarquez hunter,Jarquez Hunter,RB,MIA,277,352,
kendre miller,Kendre Miller,RB,NO,278,352,
brenen thompson,Brenen Thompson,WR,LAC,279,352,
isaiah davis,Isaiah Davis,RB,NYJ,280,352,
andrei iosivas,Andrei Iosivas,WR,CIN,281,352,
john metchie,John Metchie III,WR,CAR,282,352,
mack hollins,Mack Hollins,WR,NE,283,352,
donte thornton,Dont'e Thornton Jr.,WR,LV,284,352,
brashard smith,Brashard Smith,RB,KC,285,352,
erick all,Erick All Jr.,TE,CIN,286,352,
jerome ford,Jerome Ford,RB,MIN,287,352,
dj giddens,DJ Giddens,RB,IND,288,352,
luke mccaffrey,Luke McCaffrey,WR,WAS,289,352,
jatavion sanders,Ja'Tavion Sanders,TE,CAR,290,352,
najee harris,Najee Harris,RB,NYG,291,352,
jordan whittington,Jordan Whittington,WR,LAR,292,352,
justice hill,Justice Hill,RB,BAL,293,352,
isaac guerendo,Isaac Guerendo,RB,SF,294,352,
malik davis,Malik Davis,RB,DAL,295,352,
devin singletary,Devin Singletary,RB,NYG,296,352,
jordan james,Jordan James,RB,SF,297,352,
ty johnson,Ty Johnson,RB,BUF,298,352,
jaylin lane,Jaylin Lane,WR,WAS,299,352,
trevor etienne,Trevor Etienne,RB,CAR,300,352,
george holani,George Holani,RB,SEA,301,352,
will shipley,Will Shipley,RB,PHI,302,352,
samaje perine,Samaje Perine,RB,CIN,303,352,
tanner koziol,Tanner Koziol,TE,JAC,304,352,
cj daniels,CJ Daniels,WR,LAR,305,352,
charlie kolar,Charlie Kolar,TE,LAC,306,352,
eli heidenreich,Eli Heidenreich,RB,PIT,307,352,
tahj brooks,Tahj Brooks,RB,CIN,308,352,
mike gesicki,Mike Gesicki,TE,CIN,309,352,
jmari taylor,J'Mari Taylor,RB,JAC,310,352,
audric estime,Audric Estime,RB,FA,311,352,
jalen tolbert,Jalen Tolbert,WR,MIA,312,352,
marlin klein,Marlin Klein,TE,HOU,313,352,
emari demercado,Emari Demercado,RB,DAL,314,352,
roschon johnson,Roschon Johnson,RB,CHI,315,352,
jaleel mclaughlin,Jaleel McLaughlin,RB,CLE,316,352,
rasheen ali,Rasheen Ali,RB,BAL,317,352,
tyler higbee,Tyler Higbee,TE,LAR,318,352,
lequint allen,LeQuint Allen Jr.,RB,JAC,319,352,
seydou traore,Seydou Traore,TE,MIA,320,352,
sam roush,Sam Roush,TE,CHI,321,352,
justin joly,Justin Joly,TE,MIA,322,352,
jack endries,Jack Endries,TE,CIN,323,352,
savion williams,Savion Williams,WR,GB,324,352,
zach ertz,Zach Ertz,TE,PHI,325,352,
mitchell evans,Mitchell Evans,TE,CAR,326,352,
noah fant,Noah Fant,TE,NO,327,352,
dawson knox,Dawson Knox,TE,BUF,328,352,
jahan dotson,Jahan Dotson,WR,ATL,329,352,
joe royer,Joe Royer,TE,CLE,330,352,
adam randall,Adam Randall,RB,BAL,331,352,
tutu atwell,Tutu Atwell,WR,LAR,332,352,
jaren kanak,Jaren Kanak,TE,TEN,333,352,
zavion thomas,Zavion Thomas,WR,CHI,334,352,
barion brown,Barion Brown,WR,NO,335,352,
jake tonges,Jake Tonges,TE,SF,336,352,
eric rivers,Eric Rivers Jr.,WR,TB,337,352,
darren waller,Darren Waller,TE,CAR,338,352,
jeff caldwell,Jeff Caldwell,WR,KC,339,352,
chase roberts,Chase Roberts,WR,FA,340,352,
jordan watkins,Jordan Watkins,WR,SF,341,352,
luke musgrave,Luke Musgrave,TE,GB,342,352,
tyren montgomery,Tyren Montgomery,WR,TEN,343,352,
austin hooper,Austin Hooper,TE,ATL,344,352,
keandre lambert smith,KeAndre Lambert-Smith,WR,LAC,345,352,
josh oliver,Josh Oliver,TE,MIN,346,352,
dean connors,Dean Connors,RB,LAR,347,352,
rob henry,Robert Henry Jr.,RB,WAS,348,352,
nate boerkircher,Nate Boerkircher,TE,JAC,349,352,
dyami brown,Dyami Brown,WR,WAS,350,352,
olamide zaccheaus,Olamide Zaccheaus,WR,ATL,351,352,
deandre hopkins,DeAndre Hopkins,WR,BAL,352,352,
