canonicalName,sourceName,position,team,rank,total_ranked,projection
josh allen,Josh Allen,QB,BUF,1,352,
joe burrow,Joe Burrow,QB,CIN,2,352,
jamarr chase,Ja'Marr Chase,WR,CIN,3,352,
jaxon smith njigba,Jaxon Smith-Njigba,WR,SEA,4,352,
jalen hurts,Jalen Hurts,QB,PHI,5,352,
lamar jackson,Lamar Jackson,QB,BAL,6,352,
bijan robinson,Bijan Robinson,RB,ATL,7,352,
puka nacua,Puka Nacua,WR,LAR,8,352,
jahmyr gibbs,Jahmyr Gibbs,RB,DET,9,352,
drake maye,Drake Maye,QB,NE,10,352,
amon ra st brown,Amon-Ra St. Brown,WR,DET,11,352,
ceedee lamb,CeeDee Lamb,WR,DAL,12,352,
patrick mahomes,Patrick Mahomes II,QB,KC,13,352,
ashton jeanty,Ashton Jeanty,RB,LV,14,352,
caleb williams,Caleb Williams,QB,CHI,15,352,
jayden daniels,Jayden Daniels,QB,WAS,16,352,
drake london,Drake London,WR,ATL,17,352,
malik nabers,Malik Nabers,WR,NYG,18,352,
trevor lawrence,Trevor Lawrence,QB,JAC,19,352,
justin herbert,Justin Herbert,QB,LAC,20,352,
brock purdy,Brock Purdy,QB,SF,21,352,
justin jefferson,Justin Jefferson,WR,MIN,22,352,
james cook,James Cook III,RB,BUF,23,352,
jeremiyah love,Jeremiyah Love,RB,ARI,24,352,
devon achane,De'Von Achane,RB,MIA,25,352,
dak prescott,Dak Prescott,QB,DAL,26,352,
tetairoa mcmillan,Tetairoa McMillan,WR,CAR,27,352,
brock bowers,Brock Bowers,TE,LV,28,352,
jonathan taylor,Jonathan Taylor,RB,IND,29,352,
jaxson dart,Jaxson Dart,QB,NYG,30,352,
bo nix,Bo Nix,QB,DEN,31,352,
kenneth walker,Kenneth Walker III,RB,KC,32,352,
chris olave,Chris Olave,WR,NO,33,352,
trey mcbride,Trey McBride,TE,ARI,34,352,
omarion hampton,Omarion Hampton,RB,LAC,35,352,
nico collins,Nico Collins,WR,HOU,36,352,
jordan love,Jordan Love,QB,GB,37,352,
george pickens,George Pickens,WR,DAL,38,352,
emeka egbuka,Emeka Egbuka,WR,TB,39,352,
jared goff,Jared Goff,QB,DET,40,352,
garrett wilson,Garrett Wilson,WR,NYJ,41,352,
carnell tate,Carnell Tate,WR,TEN,42,352,
breece hall,Breece Hall,RB,NYJ,43,352,
devonta smith,DeVonta Smith,WR,PHI,44,352,
zay flowers,Zay Flowers,WR,BAL,45,352,
ladd mcconkey,Ladd McConkey,WR,LAC,46,352,
tyler warren,Tyler Warren,TE,IND,47,352,
aj brown,A.J. Brown,WR,NE,48,352,
chase brown,Chase Brown,RB,CIN,49,352,
jaylen waddle,Jaylen Waddle,WR,DEN,50,352,
tyler shough,Tyler Shough,QB,NO,51,352,
rashee rice,Rashee Rice,WR,KC,52,352,
luther burden,Luther Burden III,WR,CHI,53,352,
tee higgins,Tee Higgins,WR,CIN,54,352,
colston loveland,Colston Loveland,TE,CHI,55,352,
christian mccaffrey,Christian McCaffrey,RB,SF,56,352,
fernando mendoza,Fernando Mendoza,QB,LV,57,352,
baker mayfield,Baker Mayfield,QB,TB,58,352,
makai lemon,Makai Lemon,WR,PHI,59,352,
christian watson,Christian Watson,WR,GB,60,352,
jordyn tyson,Jordyn Tyson,WR,NO,61,352,
rome odunze,Rome Odunze,WR,CHI,62,352,
bryce young,Bryce Young,QB,CAR,63,352,
saquon barkley,Saquon Barkley,RB,PHI,64,352,
tucker kraft,Tucker Kraft,TE,GB,65,352,
jameson williams,Jameson Williams,WR,DET,66,352,
sam laporta,Sam LaPorta,TE,DET,67,352,
kyler murray,Kyler Murray,QB,MIN,68,352,
quinshon judkins,Quinshon Judkins,RB,CLE,69,352,
dalton kincaid,Dalton Kincaid,TE,BUF,70,352,
sam darnold,Sam Darnold,QB,SEA,71,352,
kyren williams,Kyren Williams,RB,LAR,72,352,
jadarian price,Jadarian Price,RB,SEA,73,352,
matthew stafford,Matthew Stafford,QB,LAR,74,352,
treveyon henderson,TreVeyon Henderson,RB,NE,75,352,
parker washington,Parker Washington,WR,JAC,76,352,
bucky irving,Bucky Irving,RB,TB,77,352,
malik willis,Malik Willis,QB,MIA,78,352,
brian thomas,Brian Thomas Jr.,WR,JAC,79,352,
kc concepcion,KC Concepcion Jr.,WR,CLE,80,352,
cj stroud,C.J. Stroud,QB,HOU,81,352,
marvin harrison,Marvin Harrison Jr.,WR,ARI,82,352,
javonte williams,Javonte Williams,RB,DAL,83,352,
cam ward,Cam Ward,QB,TEN,84,352,
kenyon sadiq,Kenyon Sadiq,TE,NYJ,85,352,
terry mclaurin,Terry McLaurin,WR,WAS,86,352,
dj moore,DJ Moore,WR,BUF,87,352,
kyle pitts,Kyle Pitts Sr.,TE,ATL,88,352,
harold fannin,Harold Fannin Jr.,TE,CLE,89,352,
isaiah likely,Isaiah Likely,TE,NYG,90,352,
alec pierce,Alec Pierce,WR,IND,91,352,
derrick henry,Derrick Henry,RB,BAL,92,352,
travis etienne,Travis Etienne Jr.,RB,NO,93,352,
dandre swift,D'Andre Swift,RB,CHI,94,352,
daniel jones,Daniel Jones,QB,IND,95,352,
bhayshul tuten,Bhayshul Tuten,RB,JAC,96,352,
cam skattebo,Cam Skattebo,RB,NYG,97,352,
jordan addison,Jordan Addison,WR,MIN,98,352,
davante adams,Davante Adams,WR,LAR,99,352,
dk metcalf,DK Metcalf,WR,PIT,100,352,
michael wilson,Michael Wilson,WR,ARI,101,352,
denzel boston,Denzel Boston,WR,CLE,102,352,
josh downs,Josh Downs,WR,IND,103,352,
jaylen warren,Jaylen Warren,RB,PIT,104,352,
