name,value
Aaron Jones,100.0
Aaron Rodgers,14.0
Adam Randall,124.0
Adonai Mitchell,124.0
AJ Barner,53.0
Alvin Kamara,208.0
Antonio Gibson,26.0
Ben Sinnott,13.0
Blake Corum,254.0
Braelon Allen,188.0
Brandon Aiyuk,429.0
Brashard Smith,101.0
Brenton Strange,102.0
Brian Robinson,96.0
Bryce Lance,120.0
Bryce Young,183.0
Cade Otton,84.0
Calvin Austin,10.0
Calvin Ridley,65.0
Cam Akers,14.0
Cedric Tillman,95.0
Chigoziem Okonkwo,12.0
Chimere Dike,186.0
Chris Bell,215.0
Chris Brazzell,327.0
Chris Rodriguez,27.0
Christian Kirk,31.0
Colby Parkinson,19.0
Cole Kmet,16.0
Cooper Kupp,92.0
Dallas Goedert,272.0
Dalton Schultz,28.0
Damien Martinez,26.0
Daniel Jones,411.0
Darnell Mooney,64.0
David Njoku,265.0
DeAndre Hopkins,12.0
Deebo Samuel,405.0
Demario Douglas,20.0
Demond Claiborne,29.0
Deshaun Watson,14.0
Devin Neal,58.0
Dillon Gabriel,19.0
DJ Giddens,15.0
Dont'e Thornton,36.0
Dontayvion Wicks,35.0
Dyami Brown,27.0
Dylan Sampson,152.0
Eli Stowers,445.0
Elic Ayomanor,293.0
Elijah Arroyo,79.0
Elijah Moore,105.0
Elijah Sarratt,42.0
Emanuel Wilson,37.0
Emmett Johnson,106.0
Evan Engram,44.0
Geno Smith,18.0
Germie Bernard,318.0
Gunnar Helm,44.0
Hunter Henry,41.0
Isaac TeSlaa,109.0
Isaiah Bond,44.0
Isaiah Davis,11.0
Isaiah Likely,486.0
Isiah Pacheco,126.0
J.J. McCarthy,253.0
Jack Bech,156.0
Jacoby Brissett,60.0
Jacory Croskey-Merritt,397.0
Jakobi Meyers,488.0
Jalen Coker,72.0
Jalen McMillan,113.0
Jalen Royals,32.0
Jalin Hyatt,10.0
James Conner,49.0
Jared Wiley,16.0
Jarquez Hunter,11.0
Jauan Jennings,356.0
Javon Baker,42.0
Jaydon Blue,55.0
Jaylen Wright,92.0
Jaylin Noel,213.0
Joe Mixon,63.0
Jonathon Brooks,295.0
Jonnu Smith,51.0
Jordan James,18.0
Jordan Mason,221.0
Joshua Palmer,14.0
Justice Hill,11.0
Justin Fields,14.0
Juwan Johnson,82.0
Kaleb Johnson,333.0
Kareem Hunt,19.0
Kayshon Boutte,168.0
Keaton Mitchell,14.0
Keenan Allen,27.0
Kendre Miller,23.0
Kenneth Gainwell,115.0
Keon Coleman,182.0
Kimani Vidal,50.0
Kirk Cousins,35.0
Kyle Williams,168.0
Kyler Murray,489.0
Le'Veon Moss,85.0
LeQuint Allen,19.0
Luke Musgrave,9.0
Mac Jones,12.0
Malachi Corley,71.0
Malachi Fields,172.0
Malik Washington,23.0
Malik Willis,210.0
Mark Andrews,359.0
MarShawn Lloyd,9.0
Marvin Mims,53.0
Matthew Stafford,189.0
Max Klare,215.0
Michael Mayer,21.0
Michael Penix,232.0
Michael Trigg,115.0
Mike Evans,372.0
Mike Washington,313.0
Mike Williams,27.0
Najee Harris,19.0
Nick Chubb,38.0
Noah Gray,11.0
Ollie Gordon,83.0
Parker Washington,280.0
Pat Bryant,79.0
Pat Freiermuth,31.0
Quinn Ewers,10.0
Rachaad White,51.0
Raheem Mostert,14.0
Rashid Shaheed,320.0
Rashod Bateman,25.0
Ray Davis,32.0
Rhamondre Stevenson,361.0
Roman Wilson,37.0
Roschon Johnson,12.0
Sean Tucker,29.0
Shedeur Sanders,24.0
Stefon Diggs,124.0
Tank Bigsby,34.0
Tank Dell,58.0
Taylen Green,9.0
Ted Hurst,219.0
Terrance Ferguson,170.0
Tez Johnson,59.0
Theo Johnson,91.0
Tony Pollard,314.0
Tory Horton,139.0
Travis Kelce,93.0
Tre Harris,199.0
Tre Tucker,73.0
Trevor Etienne,17.0
Troy Franklin,270.0
Tua Tagovailoa,58.0
Ty Simpson,241.0
Tyjae Spears,340.0
Tyler Allgeier,341.0
Tyler Lockett,26.0
Tyler Shough,105.0
Tyreek Hill,52.0
Tyrone Tracy,307.0
Will Shipley,15.0
Xavier Legette,150.0
Zachariah Branch,73.0
