name,value
2026 Early 1st,5773
2026 Early 2nd,3318
2026 Early 3rd,2370
2026 Early 4th,1811
2026 Late 1st,3943
2026 Late 2nd,2842
2026 Late 3rd,2114
2026 Late 4th,1518
2026 Mid 1st,4688
2026 Mid 2nd,2982
2026 Mid 3rd,2204
2026 Mid 4th,1645
2027 Early 1st,6857
2027 Early 2nd,3807
2027 Early 3rd,2488
2027 Early 4th,1890
2027 Late 1st,4834
2027 Late 2nd,3067
2027 Late 3rd,2256
2027 Late 4th,1657
2027 Mid 1st,5637
2027 Mid 2nd,3365
2027 Mid 3rd,2370
2027 Mid 4th,1762
2028 Early 1st,5022
2028 Early 2nd,3126
2028 Early 3rd,2174
2028 Early 4th,1612
2028 Late 1st,3898
2028 Late 2nd,2690
2028 Late 3rd,1947
2028 Late 4th,1270
2028 Mid 1st,4568
2028 Mid 2nd,2905
2028 Mid 3rd,2108
2028 Mid 4th,1555
A.J. Brown,4803
Aaron Jones,2159
Aaron Rodgers,1890
Adam Trautman,741
Adonai Mitchell,2739
Aidan O'Connell,999
Ainias Smith,853
AJ Barner,2879
AJ Dillon,768
Alec Pierce,4320
Alexander Mattison,861
Alvin Kamara,2059
Amon-Ra St. Brown,7725
Andrei Iosivas,1677
Anthony Richardson,2532
Antonio Gibson,751
Antonio Williams,1299
Arian Smith,1021
Ashton Jeanty,7426
Audric Estime,1620
Baker Mayfield,4763
Bam Knight,1429
Ben Sinnott,1859
Bhayshul Tuten,3962
Bijan Robinson,9999
Blake Corum,3266
Bo Melton,1109
Bo Nix,6218
Braelon Allen,2721
Brandon Aiyuk,2514
Brashard Smith,2130
Breece Hall,5434
Brenden Rice,851
Brenton Strange,3049
Brevin Jordan,1044
Brian Robinson,2295
Brian Thomas,4921
Brock Bowers,7789
Brock Purdy,5987
Brock Wright,954
Bryce Young,4577
Bub Means,922
Bucky Irving,4981
C.J. Stroud,4853
Cade Klubnik,1048
Cade Otton,2402
Cade Stover,1471
Caleb Williams,7845
Calvin Austin,1624
Calvin Ridley,1876
Cam Akers,1001
Cam Skattebo,4360
Cam Ward,5134
Carnell Tate,5246
Carson Wentz,812
Cedric Tillman,2100
CeeDee Lamb,7311
Charlie Kolar,1023
Chase Brown,4935
Chigoziem Okonkwo,2785
Chimere Dike,2721
Chris Bell,2006
Chris Brazzell,2225
Chris Brooks,1147
Chris Godwin,2915
Chris Olave,5701
Chris Rodriguez,2415
Christian Kirk,2109
Christian McCaffrey,5070
Christian Watson,3775
Chuba Hubbard,3437
CJ Daniels,890
Colby Parkinson,2124
Cole Kmet,2049
Colston Loveland,6022
Cooper Kupp,1833
Courtland Sutton,3091
Curtis Samuel,737
D'Andre Swift,3526
D.J. Moore,3869
Dak Prescott,5057
Dallas Goedert,2614
Dalton Kincaid,3338
Dalton Schultz,2329
Dameon Pierce,1129
Damien Martinez,1204
Daniel Bellinger,1551
Daniel Jones,4163
Darius Slayton,1570
Darnell Mooney,2137
Darnell Washington,1902
Darren Waller,1139
Davante Adams,3510
David Montgomery,3415
David Njoku,2627
Davis Allen,1053
Davis Mills,1572
Dawson Knox,1751
De'Von Achane,6844
DeAndre Hopkins,855
Deebo Samuel,2467
Deion Burks,919
Demarcus Robinson,911
Demario Douglas,2142
Demond Claiborne,1082
Denzel Boston,3429
Derius Davis,683
Derrick Henry,3794
