name,value
Aaron Jones,97.0
Aaron Rodgers,14.0
Adam Randall,144.0
Adonai Mitchell,130.0
AJ Barner,52.0
Alvin Kamara,192.0
Antonio Gibson,27.0
Ben Sinnott,14.0
Blake Corum,251.0
Braelon Allen,179.0
Brandon Aiyuk,470.0
Brashard Smith,106.0
Brenton Strange,98.0
Brian Robinson,92.0
Bryce Lance,123.0
Bryce Young,191.0
Cade Otton,84.0
Calvin Austin,9.0
Calvin Ridley,67.0
Cam Akers,14.0
Cedric Tillman,99.0
Chigoziem Okonkwo,12.0
Chimere Dike,200.0
Chris Bell,202.0
Chris Brazzell,306.0
Chris Rodriguez,28.0
Christian Kirk,31.0
Colby Parkinson,18.0
Cole Kmet,15.0
Cooper Kupp,75.0
Dallas Goedert,233.0
Dalton Schultz,32.0
Damien Martinez,27.0
Daniel Jones,492.0
Darnell Mooney,59.0
David Njoku,331.0
DeAndre Hopkins,13.0
Deebo Samuel,473.0
Demario Douglas,21.0
Demond Claiborne,36.0
Deshaun Watson,16.0
Devin Neal,55.0
Dillon Gabriel,18.0
DJ Giddens,17.0
Dont'e Thornton,44.0
Dontayvion Wicks,27.0
Dyami Brown,25.0
Dylan Sampson,175.0
Eli Stowers,412.0
Elic Ayomanor,272.0
Elijah Arroyo,87.0
Elijah Moore,105.0
Elijah Sarratt,44.0
Emanuel Wilson,34.0
Emmett Johnson,106.0
Evan Engram,43.0
Geno Smith,16.0
Germie Bernard,299.0
Gunnar Helm,45.0
Hunter Henry,46.0
Isaac TeSlaa,113.0
Isaiah Bond,45.0
Isaiah Davis,10.0
Isaiah Likely,401.0
Isiah Pacheco,125.0
J.J. McCarthy,237.0
Jack Bech,138.0
Jacoby Brissett,52.0
Jacory Croskey-Merritt,368.0
Jakobi Meyers,479.0
Jalen Coker,67.0
Jalen McMillan,121.0
Jalen Royals,37.0
Jalin Hyatt,9.0
James Conner,42.0
Jared Wiley,15.0
Jarquez Hunter,12.0
Jauan Jennings,414.0
Javon Baker,39.0
Jaydon Blue,57.0
Jaylen Wright,106.0
Jaylin Noel,213.0
Joe Mixon,68.0
Jonathon Brooks,251.0
Jonnu Smith,49.0
Jordan James,20.0
Jordan Mason,228.0
Joshua Palmer,15.0
Justice Hill,11.0
Justin Fields,15.0
Juwan Johnson,75.0
Kaleb Johnson,276.0
Kareem Hunt,21.0
Kayshon Boutte,151.0
Keaton Mitchell,15.0
Keenan Allen,26.0
Kendre Miller,22.0
Kenneth Gainwell,117.0
Keon Coleman,151.0
Kimani Vidal,47.0
Kirk Cousins,33.0
Kyle Williams,157.0
Le'Veon Moss,81.0
LeQuint Allen,19.0
Luke Musgrave,10.0
Mac Jones,12.0
Malachi Corley,71.0
Malachi Fields,151.0
Malik Washington,21.0
Malik Willis,196.0
Mark Andrews,425.0
MarShawn Lloyd,9.0
Marvin Mims,59.0
Matthew Stafford,195.0
Max Klare,224.0
Michael Mayer,20.0
Michael Penix,253.0
Michael Trigg,107.0
Mike Evans,460.0
Mike Washington,280.0
Mike Williams,28.0
Najee Harris,20.0
Nick Chubb,39.0
Noah Gray,12.0
Ollie Gordon,86.0
Parker Washington,231.0
Pat Bryant,80.0
Pat Freiermuth,26.0
Quinn Ewers,10.0
Rachaad White,69.0
Raheem Mostert,14.0
Rashid Shaheed,305.0
Rashod Bateman,25.0
Ray Davis,33.0
Rhamondre Stevenson,418.0
Roman Wilson,40.0
Romeo Doubs,456.0
Roschon Johnson,11.0
Sean Tucker,32.0
Shedeur Sanders,20.0
Stefon Diggs,143.0
Tank Bigsby,38.0
Tank Dell,44.0
Taylen Green,9.0
Ted Hurst,179.0
Terrance Ferguson,196.0
Tez Johnson,51.0
Theo Johnson,96.0
Tony Pollard,338.0
Tory Horton,144.0
Travis Kelce,96.0
Tre Harris,177.0
Tre Tucker,59.0
Trevor Etienne,15.0
Troy Franklin,237.0
Tua Tagovailoa,66.0
Ty Simpson,220.0
Tyjae Spears,329.0
Tyler Allgeier,355.0
Tyler Lockett,21.0
Tyler Shough,92.0
Tyreek Hill,49.0
Tyrone Tracy,335.0
Will Shipley,18.0
Woody Marks,439.0
Xavier Legette,153.0
Zachariah Branch,60.0
