name,value
2026 Early 1st,5040.0
2026 Early 2nd,1844.0
2026 Early 3rd,770.0
2026 Early 4th,474.0
2026 Late 1st,2357.0
2026 Late 2nd,1287.0
2026 Late 3rd,544.0
2026 Late 4th,411.0
2026 Mid 1st,2994.0
2026 Mid 2nd,1566.0
2026 Mid 3rd,649.0
2026 Mid 4th,438.0
2027 Early 1st,3757.0
2027 Early 2nd,1836.0
2027 Early 3rd,731.0
2027 Early 4th,457.0
2027 Late 1st,2294.0
2027 Late 2nd,1216.0
2027 Late 3rd,516.0
2027 Late 4th,363.0
2027 Mid 1st,2903.0
2027 Mid 2nd,1503.0
2027 Mid 3rd,607.0
2027 Mid 4th,413.0
2028 Early 1st,3249.0
2028 Early 2nd,1700.0
2028 Early 3rd,675.0
2028 Early 4th,449.0
2028 Late 1st,2220.0
2028 Late 2nd,1216.0
2028 Late 3rd,501.0
2028 Late 4th,362.0
2028 Mid 1st,2880.0
2028 Mid 2nd,1437.0
2028 Mid 3rd,572.0
2028 Mid 4th,413.0
A.J. Brown,3146.0
Aaron Jones,1038.0
Aaron Rodgers,897.0
Adonai Mitchell,1096.0
AJ Barner,1317.0
Alec Pierce,2462.0
Alvin Kamara,1038.0
Amon-Ra St. Brown,7478.0
Andrei Iosivas,104.0
Anthony Richardson,1189.0
Antonio Williams,1200.0
Ashton Jeanty,7243.0
Audric Estime,5.0
Baker Mayfield,3213.0
Ben Sinnott,217.0
Bhayshul Tuten,2391.0
Bijan Robinson,10188.0
Blake Corum,1424.0
Bo Nix,5403.0
Braelon Allen,1229.0
Brandon Aiyuk,1336.0
Brashard Smith,393.0
Breece Hall,3850.0
Brenton Strange,1493.0
Brian Robinson,1450.0
Brian Thomas,3263.0
Brock Bowers,7727.0
Brock Purdy,5174.0
Bryce Young,2883.0
Bucky Irving,3679.0
C.J. Stroud,3258.0
Cade Otton,1222.0
Caleb Williams,7665.0
Calvin Austin,45.0
Calvin Ridley,892.0
Cam Skattebo,2846.0
Cam Ward,3953.0
Carnell Tate,3712.0
Cedric Tillman,176.0
CeeDee Lamb,6928.0
Chase Brown,3455.0
Chig Okonkwo,1597.0
Chimere Dike,1052.0
Chris Bell,1791.0
Chris Brazzell,1425.0
Chris Godwin,1416.0
Chris Olave,4417.0
Chris Rodriguez,1395.0
Christian Kirk,456.0
Christian McCaffrey,4332.0
Christian Watson,1808.0
Chuba Hubbard,1728.0
Colby Parkinson,334.0
Cole Kmet,117.0
Colston Loveland,5439.0
Cooper Kupp,234.0
Courtland Sutton,1551.0
D'Andre Swift,1844.0
